Ticker,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-28 09:30:00-04:00,571.9500122070312,584.1699829101562,571.0800170898438,577.010009765625,3706164,337.8525085449219,341.25,337.2799987792969,340.2950134277344,2652338,258.32000732421875,261.8999938964844,257.7799987792969,260.8399963378906,7802735,80.33999633789062,81.43000030517578,79.94999694824219,81.34500122070312,4187074,317.0880126953125,318.1300048828125,315.4504089355469,316.7250061035156,6274224
2026-08-28 10:30:00-04:00,577.2100219726562,589.1900024414062,574.3599853515625,584.6400146484375,3152942,340.2799987792969,345.42999267578125,339.85589599609375,344.95001220703125,2845271,260.9200134277344,267.25,260.6300048828125,266.8500061035156,11175168,81.34500122070312,82.35350036621094,81.32830047607422,82.18499755859375,3560036,316.7250061035156,322.0299987792969,316.5199890136719,321.94000244140625,7393135
2026-08-28 11:30:00-04:00,584.75,585.2100219726562,573.3001098632812,575.1799926757812,1766691,344.9700012207031,345.0899963378906,341.8800048828125,342.8299865722656,1548980,266.864990234375,267.55999755859375,264.7099914550781,265.8500061035156,6794291,82.19000244140625,82.2699966430664,81.58000183105469,81.68499755859375,2148724,321.9549865722656,322.3699951171875,320.5350036621094,320.9700012207031,4403946
2026-08-28 12:30:00-04:00,575.239990234375,576.8809204101562,574.35009765625,575.8400268554688,845993,342.79998779296875,343.5299072265625,341.5199890136719,342.8999938964844,883603,265.8900146484375,266.3800048828125,264.3900146484375,265.260009765625,4954529,81.68000030517578,81.87930297851562,81.45999908447266,81.48989868164062,1393190,320.94500732421875,321.5199890136719,319.5801086425781,319.739990234375,2541939
2026-08-28 13:30:00-04:00,575.965576171875,577.2899780273438,574.2803955078125,574.5050048828125,1138269,342.8999938964844,343.5892028808594,342.1400146484375,342.57000732421875,850761,265.2200012207031,265.6300048828125,264.8100891113281,265.29998779296875,2629848,81.49009704589844,81.56999969482422,81.41000366210938,81.55000305175781,1269798,319.80999755859375,320.04998779296875,319.3699951171875,319.5400085449219,2007857
2026-08-28 14:30:00-04:00,574.5499877929688,577.7000122070312,573.8800048828125,577.3499755859375,1087817,342.5740051269531,344.5199890136719,342.54998779296875,344.0368957519531,1223576,265.3599853515625,266.05999755859375,264.7699890136719,266.0400085449219,3902119,81.55000305175781,81.80500030517578,81.51940155029297,81.80000305175781,1811667,319.54998779296875,319.989990234375,319.04998779296875,319.5450134277344,3252611
2026-08-28 15:30:00-04:00,577.3499755859375,578.97998046875,575.4099731445312,578.02001953125,1714054,344.0199890136719,344.2200012207031,342.7300109863281,342.8800048828125,1823278,266.07501220703125,266.7300109863281,265.67999267578125,266.3800048828125,4331435,81.80000305175781,82.0198974609375,81.5999984741211,81.7300033569336,3120222,319.54998779296875,320.3299865722656,319.5,319.6400146484375,3423783
2026-08-31 09:30:00-04:00,576.77001953125,578.6500244140625,569.1386108398438,570.1500244140625,2623162,339.989990234375,340.6300048828125,333.42999267578125,333.760498046875,3958062,263.82501220703125,264.260009765625,259.71600341796875,260.0799865722656,7994168,80.87999725341797,81.51000213623047,80.6500015258789,80.97989654541016,3358250,319.55999755859375,321.2349853515625,315.45001220703125,315.7099914550781,6501007
