Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15 13:30:00+00:00,262.5899963378906,264.04998779296875,260.8901062011719,262.94500732421875,12630042,393.2149963378906,395.8800048828125,389.760009765625,394.6025085449219,4376180,614.10498046875,614.5850219726562,609.3099975585938,612.4199829101562,2820808,297.7550048828125,299.8500061035156,296.5299987792969,299.2900085449219,10451647,87.7699966430664,89.48999786376953,87.38999938964844,87.64009857177734,9871967
2026-05-15 14:30:00+00:00,262.9800109863281,263.80999755859375,262.04998779296875,263.6199951171875,4624418,394.57501220703125,395.17999267578125,392.92999267578125,393.5899963378906,2140996,612.489990234375,616.0,612.4849853515625,614.9400024414062,2244976,299.2699890136719,302.7900085449219,299.239990234375,301.9695129394531,8526677,87.66000366210938,87.8949966430664,87.01000213623047,87.06999969482422,3322063
2026-05-15 15:30:00+00:00,263.6199951171875,263.94000244140625,261.29998779296875,262.760009765625,3308075,393.6099853515625,394.17999267578125,391.1000061035156,393.3200988769531,1086269,615.0999755859375,615.9899291992188,611.72998046875,615.39501953125,766435,301.989990234375,302.6000061035156,300.6400146484375,301.80999755859375,4948995,87.06999969482422,87.18000030517578,86.71499633789062,87.06999969482422,2274109
2026-05-15 16:30:00+00:00,262.739990234375,263.44000244140625,261.25,263.32000732421875,4631116,393.3999938964844,393.8500061035156,392.0899963378906,393.7099914550781,750423,615.39501953125,618.3699951171875,614.5800170898438,618.1099853515625,752421,301.7900085449219,303.20001220703125,301.4849853515625,303.1199951171875,4106965,87.07499694824219,87.4800033569336,86.95999908447266,87.19000244140625,2388328
2026-05-15 17:30:00+00:00,263.2850036621094,263.9800109863281,262.79998779296875,263.739990234375,2810509,393.6700134277344,394.3299865722656,391.8800048828125,392.0299987792969,1028805,618.0549926757812,621.1998901367188,617.6400146484375,619.0599975585938,1166936,303.1000061035156,303.1400146484375,301.1180114746094,301.2650146484375,4178682,87.16999816894531,87.30000305175781,87.00499725341797,87.03500366210938,1775032
2026-05-15 18:30:00+00:00,263.739990234375,263.95001220703125,262.8450012207031,263.3299865722656,2426002,392.05999755859375,392.909912109375,391.3599853515625,392.3699951171875,842948,619.0650024414062,619.219970703125,615.5900268554688,616.375,1277014,301.2799987792969,301.760009765625,299.8800048828125,300.2633972167969,4233250,87.02999877929688,87.15499877929688,86.73999786376953,86.79000091552734,2343140
2026-05-15 19:30:00+00:00,263.29998779296875,264.3500061035156,263.20001220703125,264.2099914550781,4259073,392.3299865722656,393.5199890136719,391.6499938964844,393.3800048828125,2279317,616.3200073242188,616.5,613.5,614.4500122070312,1644912,300.2799987792969,300.6600036621094,299.6300048828125,300.2200012207031,4618896,86.77999877929688,87.12999725341797,86.69000244140625,87.04000091552734,3474800
2026-05-18 13:30:00+00:00,263.864990234375,268.8500061035156,262.5299987792969,267.9649963378906,9779666,392.125,404.44000244140625,390.9100036621094,402.04998779296875,6267338,609.2249755859375,612.219970703125,603.6900024414062,611.469970703125,3987429,300.239990234375,300.6300048828125,296.70001220703125,298.1650085449219,7655183,86.4020004272461,89.56999969482422,86.33000183105469,89.48799896240234,9552550
