Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 14:30:00+00:00,231.0850067138672,231.9799041748047,228.67999267578125,231.25999450683594,6386021,321.0950012207031,327.510009765625,319.54010009765625,326.9100036621094,3574002,82.51499938964844,85.2249984741211,81.94999694824219,84.33999633789062,40315026,606.4149780273438,608.5,600.0900268554688,608.121826171875,2528831,248.7100067138672,248.75,246.02999877929688,247.57000732421875,7234453
2026-01-21 15:30:00+00:00,231.27000427246094,232.08999633789062,230.9600067138672,231.30499267578125,3190506,326.8599853515625,332.7250061035156,326.6700134277344,331.42999267578125,2581506,84.34500122070312,84.73500061035156,82.9800033569336,83.44499969482422,10111217,608.114990234375,615.6500244140625,607.5399780273438,613.6649780273438,1242267,247.57000732421875,248.72000122070312,246.8300018310547,247.3000030517578,3802836
2026-01-21 16:30:00+00:00,231.2899932861328,231.3000030517578,227.30999755859375,228.44000244140625,3759624,331.4700012207031,331.5198974609375,326.32000732421875,327.4049987792969,1463206,83.44499969482422,83.5999984741211,82.9000015258789,83.41000366210938,7041600,613.75,613.780029296875,607.8499755859375,610.4151000976562,807607,247.30999755859375,247.36000061035156,245.19000244140625,245.8300018310547,3521906
2026-01-21 17:30:00+00:00,228.44000244140625,228.4499969482422,226.8800048828125,227.57000732421875,2436982,327.364990234375,328.5799865722656,326.4200134277344,327.25,898139,83.41500091552734,83.55999755859375,82.98999786376953,83.5199966430664,6113114,610.4199829101562,611.3699951171875,606.4099731445312,607.635009765625,996918,245.82009887695312,246.47000122070312,245.5800018310547,245.8800048828125,2014674
2026-01-21 18:30:00+00:00,227.5399932861328,229.75999450683594,227.27000427246094,229.42999267578125,2482096,327.32000732421875,329.239990234375,326.2099914550781,328.8399963378906,918417,83.52249908447266,84.66999816894531,83.4749984741211,84.52999877929688,6606238,607.9099731445312,614.6799926757812,607.52001953125,613.9249877929688,693615,245.8800048828125,247.33999633789062,245.5,247.1103057861328,2357430
2026-01-21 19:30:00+00:00,229.47999572753906,232.3000030517578,229.39999389648438,230.5399932861328,4620057,328.95001220703125,332.04998779296875,328.44000244140625,329.05999755859375,2683756,84.52999877929688,85.08000183105469,84.36000061035156,84.74549865722656,7602656,614.0399780273438,618.1199951171875,613.1950073242188,613.4600219726562,1108224,247.1300048828125,251.55999755859375,247.10000610351562,248.38279724121094,7875948
2026-01-21 20:30:00+00:00,230.55999755859375,231.75,230.1999969482422,231.35000610351562,2916202,328.9200134277344,329.19000244140625,327.8500061035156,328.4700012207031,1904450,84.74500274658203,85.5,84.5614013671875,85.37999725341797,7357572,613.439697265625,616.0,611.7000122070312,613.0499877929688,931691,248.38999938964844,248.5800018310547,246.83999633789062,247.6300048828125,4345116
2026-01-22 14:30:00+00:00,234.05999755859375,234.39999389648438,230.89999389648438,232.75,6635413,332.1300048828125,335.2099914550781,329.7699890136719,331.3800048828125,4046203,83.99500274658203,84.88999938964844,83.7300033569336,84.48999786376953,14005509,629.3499755859375,637.47998046875,626.5499877929688,635.89990234375,4158127,249.36000061035156,250.7799072265625,248.38499450683594,250.1300048828125,7300630
