Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-16 14:30:00+00:00,93.87999725341797,94.29499816894531,93.31999969482422,93.94950103759766,4476355,223.13999938964844,223.66000366210938,221.9008026123047,222.36500549316406,5748837,643.239990234375,654.5999755859375,643.2000122070312,649.3099975585938,1535518,272.82000732421875,274.0299987792969,271.7900085449219,273.1700134277344,4976091,305.8599853515625,311.8450012207031,304.1000061035156,308.92999267578125,3280629
2025-12-16 15:30:00+00:00,93.94499969482422,94.43499755859375,93.7300033569336,94.29010009765625,2508811,222.2899932861328,223.47999572753906,222.27999877929688,222.75,2580322,649.2849731445312,653.75,648.5989990234375,650.3599853515625,841855,273.1700134277344,273.82000732421875,272.5,272.80999755859375,2282059,308.89410400390625,309.44000244140625,305.9200134277344,306.3599853515625,1273443
2025-12-16 16:30:00+00:00,94.29070281982422,94.67500305175781,94.25,94.46499633789062,2039363,222.75999450683594,223.2615966796875,222.22000122070312,222.30999755859375,1865344,650.239990234375,652.7999877929688,648.2249755859375,651.3699951171875,708590,272.79998779296875,274.2799987792969,272.69000244140625,273.20001220703125,1929804,306.3800048828125,307.17999267578125,305.55999755859375,305.69500732421875,3985656
2025-12-16 17:30:00+00:00,94.45999908447266,94.5,93.80000305175781,94.25800323486328,2093200,222.3000030517578,222.63999938964844,221.13040161132812,221.47579956054688,2033135,651.3699951171875,652.6799926757812,649.25,650.2650146484375,610210,273.19989013671875,273.489990234375,271.79998779296875,272.1300048828125,2118531,305.7200012207031,306.6199951171875,303.8299865722656,304.45001220703125,0
2025-12-16 18:30:00+00:00,94.26589965820312,94.66999816894531,94.2300033569336,94.38500213623047,1792602,221.49000549316406,222.6466064453125,221.49000549316406,222.08999633789062,1940959,650.3300170898438,655.22998046875,650.3300170898438,655.0800170898438,912599,272.135009765625,273.9100036621094,272.135009765625,273.56500244140625,2008038,304.4599914550781,306.3299865722656,304.1499938964844,306.0899963378906,1125589
2025-12-16 19:30:00+00:00,94.38749694824219,94.5199966430664,94.18000030517578,94.44499969482422,1691173,222.07000732421875,222.84010314941406,222.00999450683594,222.64920043945312,2057955,655.0499877929688,659.2000122070312,655.0399169921875,658.8599853515625,1153621,273.56500244140625,274.79998779296875,273.5400085449219,274.55999755859375,1912589,306.05999755859375,307.05999755859375,305.8800048828125,307.0199890136719,927742
2025-12-16 20:30:00+00:00,94.44499969482422,94.91999816894531,94.15499877929688,94.54499816894531,3058790,222.64999389648438,223.3000030517578,222.49000549316406,222.52999877929688,2264588,658.844970703125,662.52001953125,657.1099853515625,657.1599731445312,1455221,274.54998779296875,275.5,274.45001220703125,274.4700012207031,2361847,307.010009765625,308.19000244140625,307.010009765625,307.5799865722656,1455848
2025-12-17 14:30:00+00:00,95.9800033569336,97.33000183105469,95.61000061035156,97.13500213623047,11333971,224.55999755859375,225.19000244140625,222.83999633789062,224.77870178222656,5529359,655.6099853515625,660.2000122070312,654.0,659.4199829101562,1621830,275.010009765625,276.1600036621094,274.8299865722656,275.4949951171875,4574850,308.7950134277344,309.19500732421875,300.24139404296875,301.010009765625,4548827
