Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-11 13:30:00+00:00,97.38999938964844,98.0,95.75,95.95500183105469,7175884,215.88499450683594,217.0,213.05999755859375,213.6199951171875,6996036,261.2099914550781,262.1300048828125,259.54998779296875,259.9949951171875,4281023,306.2850036621094,310.5899963378906,305.876708984375,310.55828857421875,2881243,656.3286743164062,659.1199951171875,651.3699951171875,652.7200927734375,1946141
2026-03-11 14:30:00+00:00,95.95999908447266,96.22000122070312,95.16999816894531,95.18000030517578,4145244,213.63999938964844,214.5500030517578,212.1300048828125,212.19500732421875,4864253,260.0,260.9599914550781,259.8599853515625,260.1000061035156,2604285,310.5799865722656,311.0690002441406,308.3800048828125,308.5,1375459,652.8200073242188,654.2899780273438,648.5145263671875,649.239990234375,1079024
2026-03-11 15:30:00+00:00,95.18000030517578,95.5,95.02999877929688,95.44010162353516,4428538,212.1999969482422,212.64999389648438,211.71499633789062,212.61000061035156,3775785,260.1199951171875,260.8680114746094,259.8500061035156,260.6449890136719,1954747,308.5199890136719,309.4049987792969,308.0,308.4200134277344,1024678,649.030029296875,651.4099731445312,648.3599853515625,651.2150268554688,786703
2026-03-11 16:30:00+00:00,95.44000244140625,95.8499984741211,95.40010070800781,95.58999633789062,2677495,212.5800018310547,213.27000427246094,212.57000732421875,212.63999938964844,2404345,260.6199951171875,261.20001220703125,260.5,261.02508544921875,1517902,308.3999938964844,309.25,308.3330078125,309.0299987792969,1226472,651.4000244140625,654.4400024414062,651.2780151367188,653.4600219726562,693278
2026-03-11 17:30:00+00:00,95.59500122070312,95.63899993896484,94.87999725341797,95.05500030517578,2962169,212.63999938964844,212.7899932861328,211.35000610351562,212.32000732421875,2945419,261.0400085449219,261.1300048828125,259.6300048828125,260.1099853515625,1845686,309.05999755859375,309.1000061035156,307.25,308.1000061035156,991976,653.489990234375,654.4600219726562,650.510009765625,651.8350219726562,544241
2026-03-11 18:30:00+00:00,95.05000305175781,95.23500061035156,94.80000305175781,94.86509704589844,3086649,212.29220581054688,213.3300018310547,212.29220581054688,212.7100067138672,3407192,260.1000061035156,260.3999938964844,259.80999755859375,260.1317138671875,1606862,308.1000061035156,308.4800109863281,307.05999755859375,307.7300109863281,1310573,651.8350219726562,653.8800048828125,651.8350219726562,652.4199829101562,600915
2026-03-11 19:30:00+00:00,94.86499786376953,95.16000366210938,94.68499755859375,94.87999725341797,4410922,212.7100067138672,213.32000732421875,212.52999877929688,212.63999938964844,3526806,260.1400146484375,261.1000061035156,260.0400085449219,260.80999755859375,3235002,307.7699890136719,308.6199951171875,307.510009765625,308.4100036621094,1356863,652.5150146484375,655.6099853515625,652.4600219726562,654.7000122070312,899078
2026-03-12 13:30:00+00:00,94.9260025024414,95.4000015258789,94.56999969482422,94.63500213623047,6424906,210.3300018310547,211.7100067138672,208.82000732421875,210.27000427246094,8748763,258.6400146484375,258.95001220703125,254.6699981689453,254.6699981689453,7250332,306.1549987792969,308.6400146484375,302.45001220703125,302.45001220703125,2779249,648.8200073242188,653.5,643.3300170898438,644.7899780273438,1601773
