Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01 09:30:00-04:00,239.97999572753906,240.75999450683594,234.89999389648438,240.3101043701172,10895829,354.614990234375,358.7799987792969,353.2300109863281,356.739990234375,3664450,607.9099731445312,616.9600219726562,595.0999755859375,612.4550170898438,16187767,293.3299865722656,293.4798889160156,289.19500732421875,293.05999755859375,8755422,72.55999755859375,73.58999633789062,72.33000183105469,73.12000274658203,10311878
2026-07-01 10:30:00-04:00,240.3350067138672,243.57000732421875,240.2050018310547,243.2899932861328,7484053,356.7666015625,359.5398864746094,356.6700134277344,358.6199035644531,1835088,612.52001953125,628.280029296875,611.7000122070312,627.5,8911892,293.05999755859375,296.5899963378906,292.7300109863281,295.751708984375,6765940,73.11000061035156,73.78990173339844,72.9749984741211,73.19499969482422,6445620
2026-07-01 11:30:00-04:00,243.30999755859375,243.42999267578125,241.35000610351562,242.2050018310547,5709663,358.6000061035156,358.8999938964844,355.04998779296875,355.4100036621094,1391001,627.5899047851562,627.77001953125,615.7750244140625,618.0800170898438,4547859,295.7799987792969,295.7900085449219,294.6300048828125,294.94500732421875,3404930,73.19509887695312,73.58000183105469,72.96499633789062,73.28500366210938,4346535
2026-07-01 12:30:00-04:00,242.22000122070312,244.89999389648438,242.02999877929688,244.3249969482422,4642535,355.3800048828125,356.0899963378906,354.2200012207031,355.56500244140625,1574346,618.1749877929688,620.3599853515625,615.6300048828125,617.864990234375,2167445,294.94500732421875,295.0599060058594,293.9200134277344,294.0899963378906,3566425,73.29000091552734,74.08000183105469,73.2699966430664,73.86000061035156,3697222
2026-07-01 13:30:00-04:00,244.35000610351562,244.60000610351562,243.625,244.11500549316406,4021264,355.5199890136719,357.5199890136719,355.2349853515625,356.2900085449219,2132480,617.97998046875,622.8699951171875,617.0,621.3400268554688,2900838,294.0799865722656,295.1000061035156,292.70001220703125,294.80499267578125,5502330,73.875,74.33999633789062,73.83999633789062,74.16000366210938,3384186
2026-07-01 14:30:00-04:00,244.08999633789062,244.3300018310547,242.02999877929688,242.03500366210938,5084998,356.3399963378906,357.8999938964844,356.25,356.9100036621094,1435881,621.3800048828125,621.4400024414062,614.25,615.02001953125,2783467,294.80999755859375,295.5299987792969,294.0,294.0151062011719,4406744,74.16280364990234,74.3550033569336,73.80999755859375,74.0,4471842
2026-07-01 15:30:00-04:00,242.03500366210938,242.47000122070312,241.5,241.6699981689453,6483082,356.9100036621094,358.3699951171875,356.8900146484375,357.8699951171875,2985926,614.9000244140625,616.989990234375,611.4000244140625,612.9500122070312,3242791,294.0,295.54998779296875,293.7500915527344,294.25,6231653,74.0,74.2300033569336,73.95999908447266,74.19000244140625,5475121
2026-07-02 09:30:00-04:00,241.6024932861328,244.69949340820312,241.0800018310547,244.07000732421875,7849573,356.1499938964844,360.7699890136719,355.0,358.8999938964844,3096468,607.89501953125,610.0,588.7999877929688,590.9199829101562,7109387,294.0849914550781,305.32000732421875,293.67999267578125,305.04998779296875,15588276,75.15799713134766,76.38990020751953,74.91000366210938,76.19999694824219,10292219
