Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 14:30:00+00:00,310.5625,310.8999938964844,306.0899963378906,309.4573059082031,2857974,75.61199951171875,77.12000274658203,75.20999908447266,76.90499877929688,4938288,268.0,274.8900146484375,267.739990234375,273.6700134277344,8122809,633.0202026367188,638.5499877929688,628.97998046875,635.5650024414062,1768050,205.47000122070312,207.88999938964844,203.25,207.75999450683594,7179961
2026-02-24 15:30:00+00:00,309.489990234375,311.3500061035156,308.8900146484375,310.8800048828125,3041444,76.90499877929688,77.18499755859375,76.3499984741211,76.81500244140625,2132749,273.67999267578125,274.82000732421875,272.3599853515625,273.2200012207031,10039980,635.5650024414062,638.7000122070312,635.0,638.030029296875,714507,207.75,209.17999267578125,207.3000030517578,209.10000610351562,3631315
2026-02-24 16:30:00+00:00,310.8999938964844,312.010009765625,310.3500061035156,311.9700012207031,0,76.81500244140625,77.32990264892578,76.6500015258789,77.24500274658203,2237837,273.2250061035156,273.239990234375,271.989990234375,272.510009765625,0,637.9600219726562,640.4099731445312,636.3599853515625,639.9400024414062,474366,209.11000061035156,209.9600067138672,208.44000244140625,209.60000610351562,2915360
2026-02-24 17:30:00+00:00,311.94500732421875,312.3699951171875,310.7799987792969,310.875,2995293,77.24829864501953,77.67500305175781,77.16000366210938,77.33999633789062,1863905,272.489990234375,272.7900085449219,271.5950012207031,271.5950012207031,1641925,639.8900146484375,641.1099853515625,638.6599731445312,638.9500122070312,398501,209.61000061035156,209.8000030517578,208.97999572753906,209.44000244140625,2139822
2026-02-24 18:30:00+00:00,310.8599853515625,311.2200012207031,309.6199951171875,310.239990234375,0,77.33999633789062,77.80000305175781,77.23999786376953,77.28990173339844,1860217,271.6000061035156,272.54998779296875,271.3699951171875,272.2900085449219,1871775,638.9849853515625,641.0900268554688,637.8800048828125,638.125,468183,209.4499969482422,210.36000061035156,208.6999969482422,209.02000427246094,2749739
2026-02-24 19:30:00+00:00,310.2099914550781,311.69000244140625,310.2099914550781,311.139892578125,3810232,77.27999877929688,77.40499877929688,77.12000274658203,77.20649719238281,2139292,272.2799987792969,272.7200012207031,271.3800048828125,271.909912109375,2122079,638.1799926757812,639.6699829101562,637.8800048828125,638.0449829101562,517823,209.00999450683594,209.52999877929688,208.2100067138672,208.22000122070312,2718724
2026-02-24 20:30:00+00:00,311.1700134277344,311.5799865722656,310.6700134277344,310.9200134277344,0,77.20970153808594,78.12000274658203,77.20500183105469,78.04000091552734,3455655,271.9100036621094,272.4299011230469,271.4800109863281,272.1700134277344,13328406,638.030029296875,640.6300048828125,637.5700073242188,639.0499877929688,641649,208.24000549316406,208.7100067138672,208.16000366210938,208.55499267578125,2449305
2026-02-25 14:30:00+00:00,312.1199951171875,313.6499938964844,309.6300048828125,312.1499938964844,2596197,79.4000015258789,81.98999786376953,79.36000061035156,81.8563003540039,13231435,271.67999267578125,274.0799865722656,271.04998779296875,273.6300048828125,5230897,642.5050048828125,651.6099853515625,642.1500244140625,649.6900024414062,1375377,210.4600067138672,211.58999633789062,209.58949279785156,210.4499969482422,5503153
