Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-25 15:30:00+00:00,312.1050109863281,312.1700134277344,309.3599853515625,310.6300048828125,1756906,81.86000061035156,82.30000305175781,81.66999816894531,82.00499725341797,5663109,273.6300048828125,274.58990478515625,272.9200134277344,273.9649963378906,2463949,649.6900024414062,650.25,646.5050048828125,649.7750244140625,1674897,210.4600067138672,211.00999450683594,209.71499633789062,209.94000244140625,3013359
2026-02-25 16:30:00+00:00,310.6300048828125,311.6650085449219,310.44000244140625,310.69000244140625,1421063,82.00499725341797,82.4000015258789,81.79499816894531,81.79499816894531,3542520,273.9150085449219,274.06988525390625,272.9599914550781,273.6099853515625,1694059,649.8350219726562,652.6500244140625,649.330078125,651.2550048828125,0,209.94500732421875,210.14999389648438,209.0399932861328,209.2100067138672,2300099
2026-02-25 17:30:00+00:00,310.7300109863281,310.9700012207031,310.0400085449219,310.385009765625,1003350,81.79000091552734,82.54000091552734,81.7249984741211,82.3550033569336,2922652,273.6099853515625,274.6300048828125,273.4200134277344,274.3500061035156,1522519,651.1699829101562,651.3400268554688,648.594970703125,649.469970703125,501941,209.2100067138672,209.5500030517578,209.05999755859375,209.16000366210938,1851630
2026-02-25 18:30:00+00:00,310.4100036621094,311.44500732421875,310.239990234375,311.0718078613281,910578,82.3550033569336,83.11699676513672,82.0199966430664,82.93499755859375,5582444,274.3299865722656,274.94000244140625,274.17999267578125,274.4100036621094,1635951,649.469970703125,651.4299926757812,649.0900268554688,651.4299926757812,463458,209.14999389648438,210.1300048828125,208.92999267578125,209.93499755859375,2103994
2026-02-25 19:30:00+00:00,311.07000732421875,312.4599914550781,310.6499938964844,312.3599853515625,1283019,82.93499755859375,82.97000122070312,82.26000213623047,82.55500030517578,21764724,274.4100036621094,274.5400085449219,273.2099914550781,273.75,1879899,651.4439697265625,653.0800170898438,651.038818359375,651.213623046875,684879,209.9300994873047,210.61000061035156,209.92999267578125,210.22999572753906,2786760
2026-02-25 20:30:00+00:00,312.3399963378906,313.2300109863281,311.7099914550781,313.0400085449219,1285483,82.55500030517578,83.06999969482422,82.30000305175781,82.70999908447266,0,273.7200012207031,274.7200012207031,273.625,274.17999267578125,2422723,651.2899780273438,653.8699951171875,649.9600830078125,653.780029296875,810365,210.22999572753906,210.8000030517578,210.02499389648438,210.66000366210938,2879337
2026-02-26 14:30:00+00:00,312.9200134277344,313.0,302.4100036621094,303.3399963378906,3957374,83.16500091552734,84.55999755859375,82.81999969482422,83.44999694824219,15016358,274.9549865722656,276.1099853515625,270.8399963378906,272.0,5054219,650.5499877929688,660.9000244140625,647.6649780273438,650.969970703125,2242234,210.72999572753906,211.0500030517578,207.05029296875,207.50999450683594,7140858
2026-02-26 15:30:00+00:00,303.2591857910156,307.2301025390625,302.57000732421875,307.1000061035156,6227050,83.45500183105469,87.62000274658203,83.17320251464844,84.0250015258789,0,271.9200134277344,272.78509521484375,270.7950134277344,272.5400085449219,2579542,650.7999877929688,657.1566772460938,647.5,655.3800048828125,1972649,207.50999450683594,209.14990234375,206.9499969482422,208.18760681152344,4421092
2026-02-26 16:30:00+00:00,307.0899963378906,307.70001220703125,305.0,305.3500061035156,0,84.0250015258789,84.87999725341797,83.44000244140625,84.79499816894531,4721949,272.5299987792969,272.7300109863281,271.5126953125,271.760009765625,1300410,655.3400268554688,655.8099975585938,652.9099731445312,653.969970703125,0,208.1699981689453,208.2899932861328,206.4600067138672,206.970703125,3152860
2026-02-26 17:30:00+00:00,305.32000732421875,305.70001220703125,304.5799865722656,304.7300109863281,963909,84.79499816894531,85.16999816894531,84.30000305175781,84.73500061035156,4430894,271.7550048828125,272.0249938964844,270.9100036621094,271.3900146484375,1189482,653.9000244140625,655.4249877929688,652.780029296875,653.6599731445312,472173,206.97000122070312,207.33999633789062,205.3498992919922,205.5399932861328,3216873
2026-02-26 18:30:00+00:00,304.739990234375,308.19000244140625,304.69000244140625,307.6499938964844,6555836,84.73999786376953,85.5,84.69999694824219,85.375,3734796,271.4100036621094,272.94000244140625,270.8529968261719,272.79998779296875,1838921,653.7249755859375,658.5499877929688,653.5900268554688,657.344970703125,529417,205.5500030517578,207.99000549316406,205.52000427246094,207.53720092773438,3084324
2026-02-26 19:30:00+00:00,307.6600036621094,308.1199951171875,306.8999938964844,307.010009765625,0,85.37850189208984,85.48999786376953,84.91999816894531,85.16000366210938,4232847,272.80499267578125,273.5,272.5799865722656,272.6300048828125,1756013,657.4099731445312,659.2000122070312,655.8900146484375,656.8499755859375,520068,207.52000427246094,208.38499450683594,207.4199981689453,207.75010681152344,2263662
2026-02-26 20:30:00+00:00,307.0199890136719,307.8900146484375,306.510009765625,307.15899658203125,1228449,85.16500091552734,85.37000274658203,84.38999938964844,84.62000274658203,5198758,272.6449890136719,273.07000732421875,272.20001220703125,272.989990234375,1906660,656.8499755859375,658.0999755859375,655.719970703125,657.010009765625,604366,207.74000549316406,208.10000610351562,207.5399932861328,207.91000366210938,2399989
2026-02-27 14:30:00+00:00,303.94000244140625,309.5,303.59051513671875,307.95001220703125,2770322,94.40499877929688,94.43000030517578,90.5999984741211,91.93000030517578,41199316,272.80999755859375,272.80999755859375,268.29998779296875,268.5050048828125,8446879,643.4500122070312,649.4400024414062,639.610107421875,646.6400146484375,1439474,206.7899932861328,208.77000427246094,205.1999969482422,208.18499755859375,7814815
2026-02-27 15:30:00+00:00,307.9599914550781,309.1199951171875,307.3700866699219,307.9049987792969,1183109,91.93499755859375,93.5,91.51499938964844,93.15070343017578,15237872,268.4700927734375,269.6400146484375,268.1919860839844,269.05499267578125,0,646.6799926757812,648.1199951171875,643.6799926757812,644.1649780273438,560839,208.19000244140625,209.2198944091797,207.65499877929688,208.14010620117188,3668438
2026-02-27 16:30:00+00:00,307.94000244140625,308.9110107421875,306.7799987792969,307.5150146484375,949779,93.1500015258789,93.80000305175781,92.5199966430664,93.41500091552734,9931917,269.07000732421875,269.5199890136719,267.2699890136719,267.8841857910156,1958841,644.219970703125,646.0999755859375,642.3101196289062,643.22998046875,1884745,208.19000244140625,209.6300048828125,207.62010192871094,208.17999267578125,2696807
2026-02-27 17:30:00+00:00,307.6099853515625,308.03009033203125,305.1300048828125,305.5799865722656,878346,93.41999816894531,95.31999969482422,93.40499877929688,95.0,15587915,267.8699951171875,268.260009765625,265.8800048828125,265.9508056640625,8433506,643.3099975585938,644.2999877929688,638.3699951171875,639.8900146484375,0,208.19000244140625,208.4600067138672,207.3800048828125,208.1999969482422,2157826
2026-02-27 18:30:00+00:00,305.54998779296875,308.260009765625,305.29998779296875,306.8900146484375,1028657,94.9800033569336,95.80000305175781,94.94000244140625,95.76499938964844,10751424,265.95001220703125,266.4800109863281,265.4801025390625,265.7300109863281,0,639.8699951171875,642.1500244140625,639.3300170898438,640.2150268554688,539099,208.2100067138672,209.36000061035156,208.1199951171875,208.83999633789062,2219168
2026-02-27 19:30:00+00:00,306.8599853515625,307.8550109863281,306.1600036621094,307.6099853515625,964732,95.76499938964844,96.68000030517578,95.05999755859375,96.59500122070312,12076434,265.7300109863281,266.8999938964844,265.260009765625,266.6400146484375,2562786,640.2150268554688,642.0,638.1199951171875,641.0900268554688,679889,208.85000610351562,209.88499450683594,208.44000244140625,209.25999450683594,2512127
2026-02-27 20:30:00+00:00,307.5899963378906,312.0,306.6300048828125,311.30999755859375,3071226,96.59290313720703,96.75,95.37999725341797,96.26000213623047,13870905,266.6300048828125,266.6300048828125,262.8900146484375,264.1700134277344,9125681,641.2100219726562,649.10498046875,639.6500244140625,648.010009765625,1644828,209.25999450683594,210.3300018310547,208.25,210.00999450683594,4741651
2026-03-02 14:30:00+00:00,302.92999267578125,306.1415100097656,301.05999755859375,304.4800109863281,4790967,95.33000183105469,98.06999969482422,95.25,96.80500030517578,17106552,262.44000244140625,264.3399963378906,260.20001220703125,263.80999755859375,9648357,637.1599731445312,654.3200073242188,634.5,651.8300170898438,1598024,204.5500030517578,208.54550170898438,203.5,207.8800048828125,7753828
2026-03-02 15:30:00+00:00,304.4750061035156,305.7300109863281,303.8500061035156,304.45001220703125,77857,96.80000305175781,97.30999755859375,95.95999908447266,96.0199966430664,6210301,263.82000732421875,265.0299987792969,262.0,264.3599853515625,439306,651.89501953125,655.9000244140625,649.219970703125,650.4500122070312,646349,207.89999389648438,208.82000732421875,206.25,206.44000244140625,4099604
2026-03-02 16:30:00+00:00,304.4700012207031,307.7200012207031,304.44000244140625,307.55010986328125,1052911,96.01499938964844,97.375,95.9000015258789,97.34300231933594,4644782,264.3599853515625,266.20001220703125,264.0,266.0,2203439,650.4420776367188,659.9400024414062,650.4099731445312,656.1199951171875,665774,206.44000244140625,209.42999267578125,206.4199981689453,208.39999389648438,3284637
2026-03-02 17:30:00+00:00,307.5201110839844,308.1400146484375,306.1300048828125,306.614990234375,808737,97.3550033569336,97.61000061035156,96.95210266113281,97.04000091552734,3508882,265.9949951171875,266.2900085449219,265.25,265.5,1644931,656.1199951171875,657.010009765625,654.4099731445312,655.719970703125,388897,208.3800048828125,208.91000366210938,208.05999755859375,208.63119506835938,2067516
2026-03-02 18:30:00+00:00,306.6300048828125,307.2900085449219,305.57000732421875,307.2300109863281,912882,97.04000091552734,97.38999938964844,96.7300033569336,97.36499786376953,2991798,265.52801513671875,266.1499938964844,264.3599853515625,266.05999755859375,6993135,655.7000122070312,657.3800048828125,654.0001220703125,655.3150024414062,457709,208.63999938964844,209.72000122070312,208.13009643554688,208.6649932861328,2184712
2026-03-02 19:30:00+00:00,307.25,307.760009765625,305.2099914550781,305.31988525390625,1227615,97.36129760742188,97.87000274658203,97.21499633789062,97.33000183105469,4571330,266.0450134277344,266.5299987792969,264.1400146484375,264.30999755859375,0,655.3151245117188,656.260009765625,650.6599731445312,651.1950073242188,481303,208.6649932861328,208.80999755859375,207.3000030517578,207.64999389648438,2442780
2026-03-02 20:30:00+00:00,305.2699890136719,306.8900146484375,304.9100036621094,306.1600036621094,1647993,97.33999633789062,97.75,97.04499816894531,97.05999755859375,5631073,264.31500244140625,265.54998779296875,263.6099853515625,264.6000061035156,3945882,651.1500244140625,655.1199951171875,650.6300048828125,653.4600219726562,854249,207.6300048828125,208.6999053955078,207.52999877929688,208.1999969482422,3175454
