Ticker,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-24 15:30:00+00:00,665.2000122070312,666.75,665.0,666.5150146484375,501463,314.010009765625,315.04998779296875,313.8399963378906,314.989990234375,744707,93.125,93.62999725341797,93.07009887695312,93.48500061035156,1960432,274.0400085449219,275.04998779296875,273.9100036621094,274.85101318359375,2096233,232.09500122070312,232.7100067138672,231.94000244140625,232.5399932861328,1730779
2025-12-24 16:30:00+00:00,666.5800170898438,667.75,665.9600219726562,667.239990234375,554652,315.010009765625,315.4200134277344,314.6199951171875,314.79998779296875,696021,93.48989868164062,93.62000274658203,93.38999938964844,93.45500183105469,1309517,274.8599853515625,275.42999267578125,274.8299865722656,275.3599853515625,2055154,232.5399932861328,232.9499969482422,232.47999572753906,232.80999755859375,1280151
2025-12-26 14:30:00+00:00,666.25,668.8399047851562,664.8099975585938,665.1400146484375,834578,316.5,316.5599060058594,313.7300109863281,314.62078857421875,1485859,93.4749984741211,94.43000030517578,93.2699966430664,94.30500030517578,3827524,274.385009765625,275.3699951171875,274.05999755859375,274.8247985839844,2899986,231.42999267578125,232.818603515625,231.17999267578125,232.14990234375,2808135
2025-12-26 15:30:00+00:00,665.1199951171875,665.9099731445312,663.75,664.5150146484375,719925,314.614990234375,315.18499755859375,314.1000061035156,315.0799865722656,652137,94.30999755859375,94.68499755859375,94.12999725341797,94.2300033569336,2497383,274.81500244140625,274.9800109863281,274.3699951171875,274.8800048828125,1434883,232.14999389648438,232.6699981689453,231.99000549316406,232.53500366210938,1133230
2025-12-26 16:30:00+00:00,664.5499877929688,664.7098999023438,662.6500244140625,663.61962890625,475765,315.0899963378906,315.30999755859375,314.7799987792969,314.9599914550781,391917,94.2249984741211,94.40989685058594,94.0199966430664,94.02999877929688,1393814,274.8800048828125,274.93499755859375,274.4100036621094,274.6400146484375,1079100,232.5449981689453,232.99000549316406,232.22000122070312,232.95840454101562,923707
2025-12-26 17:30:00+00:00,663.655029296875,663.7698974609375,661.7000122070312,662.1400146484375,494468,314.965087890625,315.19000244140625,314.590087890625,315.0899963378906,320264,94.02999877929688,94.41999816894531,94.0199966430664,94.16999816894531,1379850,274.6300048828125,274.6499938964844,274.2250061035156,274.5199890136719,903247,232.93499755859375,232.9499969482422,232.3800048828125,232.46580505371094,1021968
2025-12-26 18:30:00+00:00,662.1300048828125,663.1500244140625,661.3800048828125,662.6514892578125,450997,315.04998779296875,315.42999267578125,314.8700866699219,314.92999267578125,386744,94.16500091552734,94.38999938964844,94.04000091552734,94.25499725341797,1437112,274.5249938964844,274.9849853515625,274.3800048828125,274.7601013183594,1447341,232.46499633789062,232.8280029296875,232.38999938964844,232.74000549316406,796947
2025-12-26 19:30:00+00:00,662.655029296875,663.8499755859375,662.1400146484375,662.1444702148438,442019,314.8800048828125,315.2900085449219,314.7349853515625,315.0199890136719,378808,94.26000213623047,94.58000183105469,94.20999908447266,94.26000213623047,1365211,274.7650146484375,274.8299865722656,273.8700866699219,273.9800109863281,1463547,232.74000549316406,232.91769409179688,232.70159912109375,232.7949981689453,855546
2025-12-26 20:30:00+00:00,662.1699829101562,663.989990234375,662.1199951171875,663.2100219726562,603502,314.9840087890625,315.17999267578125,314.7113037109375,314.9599914550781,608242,94.2699966430664,94.55000305175781,94.1500015258789,94.45999908447266,1780153,273.9800109863281,273.989990234375,272.8699951171875,273.25,2563251,232.8000030517578,232.88499450683594,232.42999267578125,232.5,1506664
2025-12-29 14:30:00+00:00,658.010009765625,660.25,655.5,658.4450073242188,1610881,312.81500244140625,314.1700134277344,311.8999938964844,313.8500061035156,2845493,93.98500061035156,94.97000122070312,93.76000213623047,94.01499938964844,3972825,272.69000244140625,274.3599853515625,272.3900146484375,273.9543151855469,3705071,231.94000244140625,232.60000610351562,230.77000427246094,232.25,3378921
2025-12-29 15:30:00+00:00,658.3701171875,659.3800048828125,657.1300048828125,657.7100219726562,598414,313.81500244140625,314.4620056152344,312.5,312.8074951171875,916108,94.0199966430664,94.09500122070312,93.74500274658203,93.84439849853516,2022867,273.95001220703125,274.0299987792969,272.989990234375,273.2200012207031,1533379,232.24000549316406,232.3699951171875,231.2899932861328,231.52239990234375,1551364
2025-12-29 16:30:00+00:00,657.75,658.0,655.0399780273438,655.489990234375,636449,312.7699890136719,313.0,312.3550109863281,312.760009765625,610071,93.83999633789062,93.95500183105469,93.625,93.66000366210938,1569628,273.21881103515625,273.2900085449219,272.8299865722656,273.0400085449219,1203367,231.5,231.5800018310547,231.0399932861328,231.1300048828125,1210353
2025-12-29 17:30:00+00:00,655.4249877929688,656.8200073242188,654.3900146484375,656.6849975585938,442665,312.7099914550781,313.79998779296875,312.67010498046875,313.614990234375,537862,93.66000366210938,93.91999816894531,93.66000366210938,93.91500091552734,1442916,273.0400085449219,273.6700134277344,272.9502868652344,273.6400146484375,3234552,231.14999389648438,231.83999633789062,231.0800018310547,231.50999450683594,1062191
2025-12-29 18:30:00+00:00,656.6849975585938,657.6799926757812,656.3900146484375,657.4349975585938,385508,313.5968017578125,314.4599914550781,313.3500061035156,314.20001220703125,585743,93.91999816894531,94.0199966430664,93.83999633789062,93.875,1320215,273.6300048828125,274.0,273.44000244140625,273.67999267578125,0,231.50999450683594,231.77920532226562,231.11000061035156,231.32000732421875,1277102
2025-12-29 19:30:00+00:00,657.4400024414062,659.9600219726562,657.3900146484375,659.5900268554688,485188,314.2099914550781,314.9700012207031,313.860107421875,314.3399963378906,623808,93.87999725341797,94.44999694824219,93.83499908447266,94.0999984741211,1868750,273.67999267578125,274.0,273.6700134277344,273.9028015136719,1410063,231.3249969482422,232.4499969482422,231.30999755859375,232.10000610351562,1755351
2025-12-29 20:30:00+00:00,659.5399780273438,659.8099975585938,658.3200073242188,658.5499877929688,486363,314.32000732421875,314.7300109863281,314.1300048828125,314.3800048828125,3980055,94.1050033569336,94.25,94.08999633789062,94.13999938964844,1994912,273.9100036621094,273.94000244140625,273.4599914550781,273.79901123046875,1452813,232.08999633789062,232.38999938964844,231.89999389648438,232.0800018310547,1417358
2025-12-30 14:30:00+00:00,658.6900024414062,672.219970703125,657.8400268554688,666.8065185546875,2445233,313.6000061035156,317.70001220703125,313.25,314.3399963378906,1938831,93.5374984741211,93.98989868164062,93.41999816894531,93.64009857177734,3455118,274.0,274.07000732421875,272.3948059082031,272.5899963378906,3335833,230.25,232.35000610351562,230.1999969482422,231.30499267578125,3431235
2025-12-30 15:30:00+00:00,666.75,667.669921875,664.8099975585938,666.8900146484375,754881,314.3349914550781,315.81500244140625,314.0299987792969,315.5,779182,93.63999938964844,93.97000122070312,93.34200286865234,93.90499877929688,2618416,272.5799865722656,273.32000732421875,272.4200134277344,272.85980224609375,1711221,231.30999755859375,232.0500030517578,230.91000366210938,231.86000061035156,1587907
2025-12-30 16:30:00+00:00,666.8916015625,667.0499877929688,665.239990234375,666.0100708007812,441647,315.489990234375,315.7799987792969,314.6499938964844,314.8900146484375,554494,93.90850067138672,93.91000366210938,93.5999984741211,93.7750015258789,1473023,272.8299865722656,272.9200134277344,272.2799987792969,272.5899963378906,1582688,231.85000610351562,231.9600067138672,231.10000610351562,231.2949981689453,1194488
2025-12-30 17:30:00+00:00,666.0999755859375,667.0700073242188,665.5700073242188,667.0,387669,314.875,314.9200134277344,314.2130126953125,314.6499938964844,554958,93.7750015258789,93.93000030517578,93.75,93.81439971923828,1380986,272.5899963378906,273.19000244140625,272.55999755859375,273.1000061035156,1137372,231.27999877929688,231.45899963378906,231.05960083007812,231.19569396972656,1106057
2025-12-30 18:30:00+00:00,666.9299926757812,667.6199951171875,666.3200073242188,667.239990234375,423305,314.6400146484375,315.0,314.3974914550781,314.8699951171875,507309,93.81500244140625,93.95999908447266,93.70999908447266,93.8550033569336,1482870,273.1000061035156,273.52178955078125,273.0101013183594,273.3900146484375,1396303,231.17999267578125,231.86000061035156,231.08009338378906,231.6999053955078,1537866
2025-12-30 19:30:00+00:00,667.2150268554688,667.7999877929688,666.469970703125,666.969970703125,487890,314.9100036621094,315.3219909667969,314.489990234375,315.25,603213,93.8550033569336,93.9800033569336,93.71499633789062,93.77999877929688,1497216,273.3800048828125,273.4744873046875,273.0899963378906,273.1650085449219,1396305,231.6999969482422,231.8000030517578,231.22999572753906,231.74000549316406,1443287
2025-12-30 20:30:00+00:00,666.989990234375,667.1199951171875,665.5499877929688,665.9099731445312,2981323,315.2900085449219,315.3399963378906,314.5,314.54998779296875,1017070,93.78500366210938,93.91500091552734,93.67500305175781,93.79000091552734,1987471,273.1600036621094,273.2550048828125,272.739990234375,272.989990234375,2121973,231.75,232.77000427246094,231.75,232.48989868164062,2410712
