Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-27 10:30:00-04:00,326.3299865722656,329.69000244140625,324.5299987792969,328.2099914550781,3171003,233.47999572753906,234.42999267578125,232.92999267578125,233.30499267578125,4794245,337.70001220703125,339.5,336.1199951171875,338.739990234375,7762742,605.2000122070312,607.010009765625,598.97998046875,605.5349731445312,1599141,70.40499877929688,71.25,70.3949966430664,71.1500015258789,4512115
2026-07-27 11:30:00-04:00,328.1875,329.05999755859375,327.1400146484375,327.8699951171875,2002872,233.30999755859375,233.30999755859375,230.99000549316406,231.52999877929688,3656257,338.7300109863281,339.57000732421875,336.75,337.4501037597656,6554357,605.4299926757812,605.7000122070312,597.3905029296875,599.02001953125,1073446,71.1500015258789,71.6500015258789,71.05999755859375,71.26499938964844,3736143
2026-07-27 12:30:00-04:00,327.79998779296875,328.2200012207031,325.8999938964844,326.6650085449219,1455661,231.52999877929688,232.19000244140625,231.3800048828125,231.70069885253906,2560976,337.4599914550781,338.1300048828125,335.67999267578125,336.04998779296875,3314628,599.02001953125,600.3699951171875,596.3250122070312,596.8499755859375,823646,71.26000213623047,71.37000274658203,70.8499984741211,70.9800033569336,3356148
2026-07-27 13:30:00-04:00,326.6650085449219,326.80999755859375,325.69000244140625,326.135009765625,1048480,231.7100067138672,232.5128936767578,231.49000549316406,231.8800048828125,2212299,336.07000732421875,336.79998779296875,335.04998779296875,335.1499938964844,3140907,596.8200073242188,597.3499755859375,593.5050048828125,594.8499755859375,991497,70.99500274658203,71.16000366210938,70.80999755859375,70.8550033569336,2407507
2026-07-27 14:30:00-04:00,326.1099853515625,327.81500244140625,325.6400146484375,327.44000244140625,1227261,231.86000061035156,232.98890686035156,231.75999450683594,232.25,2702443,335.1499938964844,336.239990234375,334.70001220703125,335.7200012207031,3486673,594.8214721679688,598.0399780273438,593.8300170898438,595.7100219726562,844177,70.86000061035156,70.97029876708984,70.27999877929688,70.31999969482422,3122105
2026-07-27 15:30:00-04:00,327.44000244140625,327.8999938964844,326.3599853515625,326.6099853515625,1970704,232.2449951171875,232.3350067138672,231.2100067138672,231.36000061035156,3391901,335.7200012207031,337.2200012207031,335.6499938964844,336.9200134277344,3614510,595.77001953125,596.5,593.1500244140625,593.9299926757812,1137412,70.32499694824219,70.66590118408203,70.28500366210938,70.4000015258789,3955121
2026-07-28 09:30:00-04:00,327.79998779296875,330.1700134277344,324.5400085449219,327.6700134277344,4732808,232.85000610351562,233.02000427246094,229.27000427246094,229.57000732421875,9046681,340.0299987792969,342.8900146484375,335.6000061035156,337.9599914550781,13575047,595.9000244140625,601.0,591.0,594.52001953125,2261115,72.11000061035156,73.75499725341797,71.2300033569336,73.56999969482422,12781009
2026-07-28 10:30:00-04:00,327.6400146484375,332.7366027832031,327.05999755859375,331.94000244140625,2376094,229.55499267578125,230.7299041748047,228.10000610351562,230.3000030517578,5104097,337.9800109863281,339.6687927246094,336.6000061035156,339.2699890136719,5797429,594.5,594.739990234375,587.0,593.756591796875,1578674,73.56999969482422,73.58499908447266,72.62999725341797,73.20999908447266,6974092
2026-07-28 11:30:00-04:00,331.96990966796875,333.6300048828125,331.79998779296875,332.9649963378906,1782070,230.2899932861328,231.8022003173828,229.94000244140625,231.27999877929688,3409351,339.2401123046875,340.1400146484375,339.0,339.80999755859375,4043365,594.030029296875,598.0,593.3099975585938,596.364990234375,856349,73.22000122070312,73.3499984741211,72.85030364990234,73.20500183105469,2826944
2026-07-28 12:30:00-04:00,332.93499755859375,334.5899963378906,332.4100036621094,334.3800048828125,1517302,231.28509521484375,232.3800048828125,231.0800018310547,232.02999877929688,2552662,339.8299865722656,340.57989501953125,338.93011474609375,339.0299987792969,3106607,596.364990234375,597.0,592.239990234375,593.5499877929688,1152599,73.19999694824219,73.44000244140625,73.16999816894531,73.26499938964844,2907406
2026-07-28 13:30:00-04:00,334.3450012207031,335.1882019042969,333.6000061035156,334.2799987792969,1549237,232.0399932861328,232.13999938964844,230.80999755859375,231.14999389648438,2348397,339.0400085449219,340.159912109375,339.0,339.8399963378906,3223079,593.5,595.219970703125,592.5,594.469970703125,682259,73.26499938964844,73.4000015258789,72.94000244140625,72.99500274658203,3969469
2026-07-28 14:30:00-04:00,334.2799987792969,335.20880126953125,333.19000244140625,333.6199951171875,1460936,231.14500427246094,231.52999877929688,230.75010681152344,230.94500732421875,2425067,339.8399963378906,339.8900146484375,338.2799987792969,339.20001220703125,3590020,594.489990234375,595.3897094726562,591.6900024414062,593.5050048828125,707492,72.99500274658203,73.18000030517578,72.41000366210938,72.51499938964844,3625162
2026-07-28 15:30:00-04:00,333.6000061035156,333.94000244140625,332.1600036621094,332.7200012207031,2430021,230.91000366210938,231.24989318847656,230.39999389648438,230.89999389648438,8725766,339.1600036621094,340.5299987792969,339.1000061035156,340.1600036621094,6415578,593.4299926757812,594.489990234375,592.7000122070312,593.6599731445312,1826911,72.51000213623047,72.55999755859375,72.33499908447266,72.37999725341797,5245672
2026-07-29 09:30:00-04:00,333.7900085449219,335.6700134277344,330.40789794921875,331.2850036621094,3046985,229.31500244140625,230.24000549316406,227.3699951171875,227.625,5867338,339.69000244140625,343.6700134277344,339.55999755859375,341.1600036621094,10935247,593.4199829101562,594.5499877929688,586.3900146484375,588.3699951171875,2449866,72.19000244140625,72.66999816894531,71.75,72.05999755859375,8890134
2026-07-29 10:30:00-04:00,331.2449951171875,334.4200134277344,331.1000061035156,332.81500244140625,1575582,227.60000610351562,228.3800048828125,227.19500732421875,228.01499938964844,3528621,341.1700134277344,341.739990234375,339.5199890136719,339.80999755859375,4890702,588.489990234375,592.969970703125,587.97998046875,591.4500122070312,1446148,72.08000183105469,72.43499755859375,71.81500244140625,72.2699966430664,5198200
2026-07-29 11:30:00-04:00,332.7900085449219,334.8999938964844,331.3949890136719,334.67999267578125,1442553,228.0,229.17990112304688,227.32000732421875,229.1699981689453,3665075,339.8299865722656,341.55999755859375,339.760009765625,341.2699890136719,3546410,591.4400024414062,592.5999755859375,585.25,590.8200073242188,1500775,72.27999877929688,73.36499786376953,72.05000305175781,73.28980255126953,4478959
2026-07-29 12:30:00-04:00,334.6499938964844,337.2900085449219,333.77099609375,336.3299865722656,1623987,229.13999938964844,230.8800048828125,228.9199981689453,230.13999938964844,4196409,341.25,343.44891357421875,340.04998779296875,342.7200012207031,3813347,590.8300170898438,595.4495239257812,589.8200073242188,592.9400024414062,1388402,73.27999877929688,73.3499984741211,72.47000122070312,73.0,4069895
2026-07-29 13:30:00-04:00,336.29998779296875,339.5,335.0762023925781,339.2959899902344,2029448,230.1300048828125,232.0749969482422,229.36000061035156,231.44500732421875,3600633,342.69500732421875,344.56988525390625,342.3500061035156,343.58770751953125,5124505,592.9299926757812,598.22998046875,592.0399780273438,593.655029296875,1383905,73.00499725341797,73.62999725341797,72.80010223388672,73.57499694824219,3345588
2026-07-29 14:30:00-04:00,339.3399963378906,341.9800109863281,336.17999267578125,336.6700134277344,2776147,231.4300994873047,232.82000732421875,229.49000549316406,229.60000610351562,4537175,343.5899963378906,343.94000244140625,341.3299865722656,341.5299987792969,4812676,593.5499877929688,599.969970703125,588.0700073242188,589.12939453125,1830107,73.56999969482422,73.7300033569336,73.20999908447266,73.36499786376953,4429067
2026-07-29 15:30:00-04:00,336.7200012207031,336.8800048828125,334.80999755859375,335.8999938964844,3842020,229.64999389648438,229.65499877929688,226.16000366210938,226.7100067138672,8087435,341.55999755859375,341.55999755859375,337.35009765625,338.07000732421875,8640481,589.1400146484375,590.2000122070312,582.219970703125,587.0,3503873,73.36499786376953,73.68000030517578,73.26000213623047,73.62999725341797,7864359
2026-07-30 09:30:00-04:00,333.0799865722656,335.45001220703125,329.82000732421875,331.07000732421875,5339550,233.25,238.3800048828125,231.05999755859375,237.30999755859375,24136492,333.1300048828125,334.4800109863281,330.3500061035156,331.30999755859375,13578994,525.739990234375,537.5,524.5189819335938,531.3615112304688,15573619,71.48999786376953,71.77999877929688,70.55000305175781,70.69000244140625,12040462
2026-07-30 10:30:00-04:00,331.05499267578125,333.1199951171875,330.92999267578125,332.2699890136719,1180642,237.30999755859375,238.13780212402344,236.6699981689453,237.30999755859375,4524541,331.29998779296875,332.8599853515625,329.5899963378906,332.8599853515625,5031217,531.4000244140625,538.8856201171875,529.6699829101562,538.6300048828125,3559880,70.68499755859375,71.5,70.64399719238281,71.19180297851562,4883189
