Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-15 14:30:00+00:00,89.1500015258789,89.88999938964844,88.83999633789062,89.21499633789062,5742698,617.3900146484375,620.5499877929688,614.22998046875,619.5900268554688,2296340,238.42999267578125,238.77000427246094,236.6300048828125,237.75,7377564,260.6499938964844,261.0299987792969,259.6199951171875,260.10009765625,5046140,336.9399108886719,336.9399108886719,332.6600036621094,333.25,2987753
2026-01-15 15:30:00+00:00,89.21499633789062,89.51000213623047,88.9000015258789,89.1946029663086,2746478,619.6900024414062,622.1900024414062,617.719970703125,621.5900268554688,1261625,237.75,239.91000366210938,237.32000732421875,238.97999572753906,4093144,260.1400146484375,260.78509521484375,259.19000244140625,260.4949951171875,2795244,333.29998779296875,334.1784973144531,331.2900085449219,332.3299865722656,1582563
2026-01-15 16:30:00+00:00,89.19999694824219,89.375,88.98999786376953,88.99500274658203,2156454,621.3499755859375,623.6400146484375,621.0200805664062,621.594970703125,710759,238.94000244140625,240.64999389648438,238.6199951171875,239.49000549316406,3085577,260.5,260.6300048828125,259.29998779296875,259.3299865722656,2122658,332.2200012207031,333.5400085449219,331.80999755859375,333.159912109375,931282
2026-01-15 17:30:00+00:00,89.0,89.08000183105469,88.69999694824219,88.96499633789062,2246088,621.5499877929688,623.64990234375,621.1539916992188,623.0900268554688,594850,239.49000549316406,239.60800170898438,238.23829650878906,238.71499633789062,2388430,259.3399963378906,259.56500244140625,258.0,259.5299987792969,2472715,333.1000061035156,333.8900146484375,332.5299987792969,333.69000244140625,887538
2026-01-15 18:30:00+00:00,88.96499633789062,89.12000274658203,88.55000305175781,88.59500122070312,2248997,623.0800170898438,624.1699829101562,620.4500122070312,620.6790771484375,724541,238.7100067138672,239.38999938964844,237.82000732421875,237.85499572753906,1958063,259.54998779296875,259.75,258.260009765625,258.32000732421875,2003848,333.6400146484375,334.010009765625,333.1700134277344,333.2099914550781,859612
2026-01-15 19:30:00+00:00,88.59500122070312,88.5999984741211,87.81999969482422,88.13400268554688,11092885,620.600830078125,620.6749877929688,616.9000854492188,618.4500122070312,815960,237.85000610351562,237.99400329589844,236.99000549316406,237.48269653320312,2871667,258.3434143066406,258.45001220703125,257.04998779296875,257.6700134277344,3158266,333.1499938964844,333.3500061035156,331.8299865722656,332.40008544921875,851807
2026-01-15 20:30:00+00:00,88.12999725341797,88.23500061035156,87.95999908447266,88.05999755859375,0,618.4400024414062,622.6500244140625,618.1701049804688,620.9299926757812,871312,237.46499633789062,238.3350067138672,237.0,238.1699981689453,2540196,257.6575012207031,258.3800048828125,257.1099853515625,258.3299865722656,2733911,332.4049987792969,333.5299987792969,332.04998779296875,333.1300048828125,5399523
2026-01-16 14:30:00+00:00,88.10639953613281,88.51000213623047,87.77999877929688,88.2500991821289,7072898,622.2899780273438,629.0800170898438,621.25,624.3400268554688,3259271,239.38499450683594,239.57000732421875,237.10000610351562,237.9199981689453,8735114,258.20001220703125,258.8999938964844,256.4601135253906,256.80999755859375,11278805,333.7619934082031,334.510009765625,329.8399963378906,329.9952087402344,4616237
