Ticker,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-19 15:30:00+00:00,660.4199829101562,666.8499755859375,660.1300048828125,666.7100219726562,1154474,226.8699951171875,227.97999572753906,226.55059814453125,227.85679626464844,2770667,94.45999908447266,95.33499908447266,94.41500091552734,95.19000244140625,2515029,306.260009765625,307.3999938964844,305.82000732421875,306.9200134277344,1028338,271.7200927734375,272.82000732421875,270.9949951171875,271.26080322265625,2919546
2025-12-19 16:30:00+00:00,666.7100219726562,669.2000122070312,665.8900146484375,668.0700073242188,1142637,227.8614959716797,228.75,227.7100067138672,228.41000366210938,2745439,95.18150329589844,95.54000091552734,94.94999694824219,95.5250015258789,2135125,306.95001220703125,307.1199951171875,306.1000061035156,306.31500244140625,894313,271.2622985839844,271.4599914550781,270.2699890136719,270.6549987792969,2629565
2025-12-19 17:30:00+00:00,668.0700073242188,669.0,667.0,667.5499877929688,740624,228.41000366210938,229.1199951171875,228.25,228.66900634765625,2014663,95.5291976928711,95.52989959716797,94.94000244140625,94.98300170898438,1677328,306.3299865722656,306.6199951171875,305.4801025390625,305.635009765625,851137,270.6600036621094,271.80950927734375,270.3399963378906,270.75,3085614
2025-12-19 18:30:00+00:00,667.5900268554688,670.1599731445312,666.739990234375,667.2050170898438,1073124,228.6708984375,228.92999267578125,228.47999572753906,228.75990295410156,2204226,94.9800033569336,95.02999877929688,94.61000061035156,94.66500091552734,2147594,305.6499938964844,306.2099914550781,305.2049865722656,305.7550048828125,1029426,270.760009765625,271.5098876953125,270.3999938964844,271.3699951171875,2544938
2025-12-19 19:30:00+00:00,667.280029296875,667.5,664.1400146484375,666.4118041992188,944060,228.75,228.99000549316406,228.0800018310547,228.64999389648438,1970169,94.66000366210938,94.84500122070312,94.54000091552734,94.80999755859375,2353423,305.739990234375,306.04998779296875,305.3699951171875,305.79998779296875,881968,271.3800048828125,271.739990234375,270.17498779296875,270.79998779296875,3108119
2025-12-19 20:30:00+00:00,666.4000244140625,669.5399780273438,658.1799926757812,658.7899780273438,2420255,228.64999389648438,229.125,226.72999572753906,227.3699951171875,4780006,94.80999755859375,95.0,94.04000091552734,94.41000366210938,4106358,305.7699890136719,308.9800109863281,305.1400146484375,308.6000061035156,2788820,270.80999755859375,274.5762939453125,269.8999938964844,273.6700134277344,8193309
2025-12-22 14:30:00+00:00,661.64501953125,673.5800170898438,660.3099975585938,663.77001953125,2758463,228.52000427246094,228.52000427246094,226.9499969482422,227.82000732421875,5420237,94.6449966430664,94.69999694824219,93.19000244140625,93.65499877929688,9197693,310.17999267578125,310.42999267578125,306.6000061035156,308.7799987792969,3246828,272.8599853515625,273.8800048828125,271.57000732421875,272.0150146484375,6084655
2025-12-22 15:30:00+00:00,663.8599853515625,664.280029296875,658.7000122070312,660.3342895507812,1444846,227.8300018310547,227.89999389648438,226.71499633789062,227.52999877929688,2931769,93.6594009399414,93.97000122070312,93.4000015258789,93.66500091552734,2620637,308.760009765625,310.55999755859375,308.04998779296875,310.0,1083590,272.0299987792969,272.79998779296875,271.510009765625,272.44000244140625,2467910
2025-12-22 16:30:00+00:00,660.3400268554688,660.5900268554688,656.6500244140625,659.0,1623557,227.52999877929688,228.25990295410156,227.3300018310547,228.01499938964844,2184784,93.66999816894531,93.76000213623047,93.33200073242188,93.4749984741211,1993650,310.0199890136719,311.0799865722656,309.5600891113281,310.989990234375,895444,272.4200134277344,272.510009765625,271.5199890136719,271.94000244140625,2114933
2025-12-22 17:30:00+00:00,659.0900268554688,660.6300048828125,658.2050170898438,658.760009765625,600040,228.02999877929688,228.25999450683594,227.67999267578125,228.0,1425726,93.4749984741211,93.53990173339844,93.2300033569336,93.26499938964844,2295762,310.9700012207031,311.0899963378906,310.05499267578125,310.3800048828125,839796,271.9200134277344,272.1400146484375,270.739990234375,270.9399108886719,2226647
2025-12-22 18:30:00+00:00,658.75,661.5999755859375,658.5900268554688,660.3250122070312,604072,227.9600067138672,228.5500030517578,227.94000244140625,228.39500427246094,1416247,93.26000213623047,93.3499984741211,92.91000366210938,93.27999877929688,2868238,310.3399963378906,310.6199951171875,309.9200134277344,310.4100036621094,536499,270.93499755859375,271.1400146484375,270.510009765625,270.864990234375,1960079
2025-12-22 19:30:00+00:00,660.3900146484375,661.010009765625,657.4600219726562,660.9786987304688,816058,228.39500427246094,228.8975067138672,228.22500610351562,228.83999633789062,1652885,93.27999877929688,93.33999633789062,93.04000091552734,93.16999816894531,1823912,310.4100036621094,311.5,310.4100036621094,311.31500244140625,647680,270.8699951171875,271.1099853515625,270.7149963378906,270.7200012207031,1999793
2025-12-22 20:30:00+00:00,660.9849853515625,662.0999755859375,660.6799926757812,661.2999877929688,812350,228.83999633789062,229.47999572753906,228.32000732421875,228.44000244140625,2861548,93.17500305175781,93.2699966430664,93.0,93.22000122070312,2640510,311.32000732421875,311.70001220703125,311.0899963378906,311.3399963378906,968648,270.7149963378906,271.19989013671875,270.5050048828125,270.82000732421875,2599971
2025-12-23 14:30:00+00:00,660.0499877929688,665.1400146484375,658.25,662.5999755859375,1332160,230.08999633789062,232.16000366210938,229.6699981689453,230.11849975585938,6784389,93.36000061035156,93.80999755859375,92.7699966430664,93.15499877929688,4147602,311.75,316.17999267578125,310.8599853515625,313.68499755859375,2659909,270.0,271.92999267578125,269.55999755859375,270.8399963378906,5104762
2025-12-23 15:30:00+00:00,662.6699829101562,664.5999755859375,662.3300170898438,664.0750122070312,525635,230.1199951171875,231.1699981689453,229.97999572753906,230.4600067138672,2389710,93.16000366210938,93.56999969482422,93.02999877929688,93.26499938964844,1943115,313.6499938964844,316.2149963378906,313.6400146484375,314.95989990234375,1553256,270.8399963378906,271.95001220703125,270.70001220703125,271.7814025878906,2241209
2025-12-23 16:30:00+00:00,664.219970703125,665.739990234375,663.3281860351562,664.1799926757812,610049,230.460205078125,231.6999969482422,230.460205078125,231.38999938964844,1907572,93.26499938964844,93.45999908447266,93.18000030517578,93.375,1498901,314.9649963378906,315.9800109863281,314.6449890136719,315.41241455078125,975490,271.81500244140625,272.3111877441406,271.4729919433594,271.5299987792969,2086319
2025-12-23 17:30:00+00:00,664.22998046875,664.8499755859375,663.4099731445312,664.234619140625,439998,231.33999633789062,231.8300018310547,231.11000061035156,231.53799438476562,1391950,93.37000274658203,93.4000015258789,93.08999633789062,93.32499694824219,1433067,315.4100036621094,315.57000732421875,314.8399963378906,315.57000732421875,776840,271.5400085449219,271.80999755859375,271.1099853515625,271.70001220703125,1310733
2025-12-23 18:30:00+00:00,664.2349853515625,665.260009765625,663.7000122070312,665.0900268554688,427006,231.53500366210938,232.13999938964844,231.47999572753906,232.0,1349927,93.31999969482422,93.375,93.0999984741211,93.13899993896484,1129877,315.5899963378906,316.29998779296875,315.3800048828125,315.57501220703125,620681,271.70001220703125,272.1199951171875,271.5,271.80999755859375,1442128
2025-12-23 19:30:00+00:00,665.0999755859375,666.0,664.3800048828125,665.489990234375,488599,232.0,232.44500732421875,231.74000549316406,232.2100067138672,1825561,93.13500213623047,93.33999633789062,93.08000183105469,93.19000244140625,1488927,315.5899963378906,316.2560119628906,315.4200134277344,316.1610107421875,710700,271.80999755859375,272.44000244140625,271.760009765625,272.10699462890625,1857021
2025-12-23 20:30:00+00:00,665.4400024414062,665.8800048828125,663.5,664.7000122070312,736127,232.2100067138672,232.27999877929688,231.9199981689453,232.1199951171875,8218043,93.18499755859375,93.5,93.06500244140625,93.4800033569336,2515925,316.1600036621094,316.16461181640625,315.3999938964844,315.7099914550781,910979,272.1000061035156,272.45001220703125,271.8399963378906,272.239990234375,2287709
2025-12-24 14:30:00+00:00,662.8699951171875,667.2999877929688,662.5750122070312,665.152587890625,939446,232.0,232.4199981689453,231.3300018310547,232.10000610351562,2816480,93.18000030517578,93.30000305175781,92.66500091552734,93.125,3550025,315.0,315.5899963378906,313.32000732421875,314.0000915527344,1814702,273.25,274.739990234375,273.0899963378906,274.03509521484375,4589623
2025-12-24 15:30:00+00:00,665.2000122070312,666.75,665.0,666.5150146484375,501463,232.09500122070312,232.7100067138672,231.94000244140625,232.5399932861328,1730779,93.125,93.62999725341797,93.07009887695312,93.48500061035156,1960432,314.010009765625,315.04998779296875,313.8399963378906,314.989990234375,744707,274.0400085449219,275.04998779296875,273.9100036621094,274.85101318359375,2096233
2025-12-24 16:30:00+00:00,666.5800170898438,667.75,665.9600219726562,667.239990234375,554652,232.5399932861328,232.9499969482422,232.47999572753906,232.80999755859375,1280151,93.48989868164062,93.62000274658203,93.38999938964844,93.45500183105469,1309517,315.010009765625,315.4200134277344,314.6199951171875,314.79998779296875,696021,274.8599853515625,275.42999267578125,274.8299865722656,275.3599853515625,2055154
