Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-15 09:30:00-04:00,73.78500366210938,75.05999755859375,73.30000305175781,74.73999786376953,7227636,252.6999969482422,254.97000122070312,250.36000061035156,254.75,9665819,663.5999755859375,672.3200073242188,656.6600952148438,671.4000244140625,3026607,317.625,325.67999267578125,317.32000732421875,324.7099914550781,13551334,355.9150085449219,364.9599914550781,355.6700134277344,364.2099914550781,3208979
2026-07-15 10:30:00-04:00,74.75,74.91000366210938,74.06500244140625,74.21499633789062,4182780,254.7899932861328,256.20001220703125,253.27000427246094,255.82000732421875,7521457,671.47998046875,685.0700073242188,669.1099853515625,678.489990234375,4232719,324.7099914550781,325.67999267578125,323.5400085449219,325.6199951171875,6278014,364.2349853515625,369.57000732421875,364.1300048828125,369.3900146484375,2837145
2026-07-15 11:30:00-04:00,74.22000122070312,74.52999877929688,74.06500244140625,74.17500305175781,3657651,255.8800048828125,256.4800109863281,254.6300048828125,255.6750030517578,4315930,678.5,686.0800170898438,676.3610229492188,683.5399169921875,2812322,325.6099853515625,328.5299987792969,325.1600036621094,328.1700134277344,7315724,369.5,372.1343078613281,368.760009765625,371.2349853515625,2176858
2026-07-15 12:30:00-04:00,74.18000030517578,74.37999725341797,73.82050323486328,73.93000030517578,2667573,255.69000244140625,256.3185119628906,254.6300048828125,255.0500946044922,3828737,683.3300170898438,683.760009765625,673.4199829101562,674.989990234375,2041253,328.1600036621094,328.5,325.9700012207031,326.989990234375,5967302,371.260009765625,371.6199951171875,368.8500061035156,369.55999755859375,1520398
2026-07-15 13:30:00-04:00,73.94000244140625,74.05000305175781,73.66000366210938,73.8550033569336,2523657,255.08999633789062,255.41000366210938,254.36000061035156,254.7375946044922,2732840,674.75,678.260009765625,673.3699951171875,677.3499755859375,999805,327.0,328.0,326.6499938964844,327.7900085449219,3896347,369.54998779296875,372.1400146484375,368.4750061035156,371.0400085449219,1438157
2026-07-15 14:30:00-04:00,73.8499984741211,73.98999786376953,73.27999877929688,73.33000183105469,3617682,254.7100067138672,255.08999633789062,253.9199981689453,254.3800048828125,3516896,677.4199829101562,678.4199829101562,673.3900146484375,676.3699951171875,1185688,327.7799987792969,328.7200012207031,326.8599853515625,327.05999755859375,4546317,371.0249938964844,371.4100036621094,368.8699951171875,369.2950134277344,1533386
2026-07-15 15:30:00-04:00,73.32499694824219,73.69000244140625,73.12999725341797,73.66999816894531,3998831,254.3350067138672,255.2100067138672,253.67599487304688,254.8800048828125,3814681,676.4749755859375,682.030029296875,675.60009765625,681.2750244140625,1704742,327.0400085449219,328.3500061035156,325.7200012207031,327.57000732421875,8018122,369.239990234375,370.55999755859375,368.1900939941406,370.239990234375,2437801
2026-07-16 09:30:00-04:00,73.97000122070312,74.44999694824219,72.94010162353516,73.05000305175781,8426907,255.38499450683594,258.0824890136719,252.6199951171875,255.35000610351562,8097064,678.6099853515625,680.5900268554688,665.0,676.8099975585938,3311146,328.0050048828125,331.4100036621094,326.7900085449219,330.3699951171875,12802968,372.1600036621094,374.3500061035156,368.3699951171875,372.239990234375,3619164
