Ticker,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-06 14:30:00+00:00,577.3599853515625,578.989990234375,573.5599975585938,576.8300170898438,1245016,296.7799987792969,296.9049987792969,295.05999755859375,295.6000061035156,1259372,212.32000732421875,212.89999389648438,211.40499877929688,212.3800048828125,3066384,261.760009765625,262.1600036621094,258.9700012207031,259.25,3953211,99.41000366210938,99.41999816894531,98.5,98.55000305175781,4913669
2026-04-06 15:30:00+00:00,576.8499755859375,579.3098754882812,576.02001953125,579.1199951171875,675882,295.6199951171875,296.8500061035156,295.1499938964844,296.7550048828125,748751,212.3699951171875,212.8795928955078,212.02000427246094,212.77000427246094,1962693,259.2301025390625,259.6300048828125,258.7099914550781,259.0400085449219,2022687,98.55500030517578,98.57990264892578,97.97000122070312,98.31500244140625,3369829
2026-04-06 16:30:00+00:00,579.125,580.2399291992188,575.2100219726562,577.0,835624,296.7799987792969,297.55499267578125,295.94500732421875,297.2250061035156,911646,212.77999877929688,212.8249969482422,211.23049926757812,211.89999389648438,2933587,259.0299987792969,259.55999755859375,257.9100036621094,258.7799987792969,2006161,98.31500244140625,99.16000366210938,98.2699966430664,98.96499633789062,3569622
2026-04-06 17:30:00+00:00,577.0399780273438,578.760009765625,575.0701293945312,578.0700073242188,639016,297.2099914550781,298.42498779296875,296.4700012207031,298.17999267578125,802286,211.89999389648438,212.2700958251953,211.17999267578125,212.02499389648438,2284147,258.7900085449219,259.3900146484375,257.8500061035156,259.2799987792969,2071173,98.95999908447266,99.0999984741211,98.70999908447266,99.00499725341797,2378781
2026-04-06 18:30:00+00:00,578.1400146484375,578.6099853515625,576.6300048828125,576.8300170898438,537339,298.18499755859375,298.4110107421875,297.7799987792969,297.8699951171875,771051,212.02999877929688,212.53680419921875,212.0,212.22000122070312,1966790,259.28009033203125,259.3699035644531,258.0199890136719,258.2499084472656,2221241,99.00499725341797,99.08999633789062,98.5999984741211,98.67500305175781,2164545
2026-04-06 19:30:00+00:00,576.844970703125,577.0800170898438,572.4450073242188,573.02001953125,1677283,297.8699951171875,298.04998779296875,297.2699890136719,297.7200012207031,964487,212.1999969482422,212.86000061035156,212.1649932861328,212.7899932861328,2947191,258.2300109863281,259.07501220703125,258.1300048828125,258.8869934082031,2757592,98.67500305175781,98.98999786376953,98.61000061035156,98.97000122070312,3268223
2026-04-07 13:30:00+00:00,570.3800048828125,572.2999267578125,565.6099853515625,569.9349975585938,2136398,300.1499938964844,301.0799865722656,295.42999267578125,298.4200134277344,4477491,211.21499633789062,212.5,209.6403045654297,210.59010314941406,6277121,254.72000122070312,254.79989624023438,247.57000732421875,247.6699981689453,13859963,99.25,99.87000274658203,98.44000244140625,99.04000091552734,6127167
2026-04-07 14:30:00+00:00,570.0349731445312,570.4400024414062,564.760009765625,566.6799926757812,1027713,298.29998779296875,299.239990234375,297.0899963378906,298.8900146484375,1980843,210.56500244140625,210.77999877929688,209.0800018310547,210.16000366210938,2850372,247.6649932861328,248.19000244140625,245.6999969482422,247.82000732421875,8526234,99.03500366210938,99.12000274658203,98.4800033569336,98.88999938964844,2630498
2026-04-07 15:30:00+00:00,566.9099731445312,570.1799926757812,565.760009765625,569.0050048828125,808164,298.8800964355469,301.3500061035156,298.3500061035156,301.04998779296875,1550182,210.17999267578125,212.25,210.08999633789062,211.69000244140625,2371937,247.82000732421875,250.28990173339844,247.39999389648438,250.1699981689453,6863002,98.88999938964844,99.41999816894531,98.72000122070312,98.93499755859375,1981398
2026-04-07 16:30:00+00:00,569.0050048828125,570.5,567.5501098632812,568.2999877929688,731881,301.0199890136719,301.4100036621094,300.5150146484375,300.8299865722656,1069303,211.63999938964844,212.23989868164062,211.41000366210938,212.02000427246094,1932658,250.1699981689453,253.38999938964844,249.66009521484375,251.5850067138672,8239350,98.93000030517578,99.04000091552734,98.54000091552734,98.72029876708984,2075333
2026-04-07 17:30:00+00:00,568.4000244140625,571.6900024414062,568.219970703125,568.7899780273438,722998,300.80999755859375,302.2900085449219,300.6099853515625,301.1300048828125,1008539,212.02999877929688,213.14999389648438,211.9949951171875,212.41000366210938,2170226,251.61500549316406,252.7899932861328,251.2899932861328,251.32000732421875,3425924,98.7249984741211,99.06999969482422,98.57499694824219,98.58999633789062,1550377
2026-04-07 18:30:00+00:00,568.8350219726562,571.2449951171875,565.5,569.27001953125,917678,301.1300048828125,301.54998779296875,299.5376892089844,300.8299865722656,1591674,212.44500732421875,213.39999389648438,211.27000427246094,212.5800018310547,3219591,251.3300018310547,252.5,250.1199951171875,251.9550018310547,4257297,98.58999633789062,98.91999816894531,98.25,98.48999786376953,2338143
2026-04-07 19:30:00+00:00,569.1500244140625,575.2249755859375,568.2200927734375,574.9099731445312,1261986,300.760009765625,304.1000061035156,300.55999755859375,303.8900146484375,2521199,212.5050048828125,213.97000122070312,212.33999633789062,213.77999877929688,3603589,251.92100524902344,253.60989379882812,251.44000244140625,253.49000549316406,5898745,98.4800033569336,98.91999816894531,98.33999633789062,98.8499984741211,2809541
2026-04-08 13:30:00+00:00,605.7000122070312,608.9600219726562,596.1099853515625,596.47998046875,5404751,317.80999755859375,319.3299865722656,312.7049865722656,314.3299865722656,6904198,223.94000244140625,226.0,219.6199951171875,221.2899932861328,14195117,258.510009765625,259.7499084472656,256.5299987792969,258.1300048828125,10222566,100.13999938964844,100.37999725341797,97.44000244140625,99.0999984741211,9969157
2026-04-08 14:30:00+00:00,596.47998046875,598.5999755859375,592.4500122070312,593.1799926757812,1917507,314.3299865722656,314.6549987792969,312.79998779296875,313.9800109863281,2206930,221.29100036621094,221.39999389648438,220.0800018310547,220.88999938964844,4747964,258.1400146484375,259.510009765625,257.510009765625,257.510009765625,4460093,99.0999984741211,99.8301010131836,99.04000091552734,99.29499816894531,3318877
2026-04-08 15:30:00+00:00,593.0900268554688,622.8699951171875,591.8300170898438,621.3400268554688,7138083,314.0,316.05999755859375,313.7799987792969,315.9599914550781,1671494,220.89500427246094,222.1699981689453,220.75,221.9250030517578,4157301,257.5199890136719,258.3999938964844,257.1099853515625,257.4280090332031,3452386,99.30000305175781,99.55500030517578,98.98999786376953,99.44000244140625,2023797
2026-04-08 16:30:00+00:00,621.1900024414062,629.9099731445312,618.8800048828125,622.4099731445312,6869441,316.0,317.32000732421875,315.510009765625,315.6199951171875,1359672,221.92999267578125,222.7198944091797,221.4499969482422,221.8000030517578,4147277,257.42498779296875,258.69000244140625,257.42498779296875,257.510009765625,2664363,99.43499755859375,99.55999755859375,99.0250015258789,99.03140258789062,1924507
2026-04-08 17:30:00+00:00,622.4849853515625,625.25,616.4000244140625,616.6140747070312,2940093,315.5899963378906,316.6000061035156,315.2701110839844,315.614990234375,1354989,221.7899932861328,222.7996063232422,221.57000732421875,221.76559448242188,3685286,257.5,258.1499938964844,256.9100036621094,257.239990234375,2940397,99.03500366210938,99.3550033569336,98.91999816894531,99.11499786376953,1937625
2026-04-08 18:30:00+00:00,616.6649780273438,616.9400024414062,610.0,610.1900024414062,2484570,315.6000061035156,316.2099914550781,314.3399963378906,314.4949951171875,1489435,221.7899932861328,221.92999267578125,220.17999267578125,220.34080505371094,4686765,257.2300109863281,257.8399963378906,257.0899963378906,257.20001220703125,3088380,99.11499786376953,99.23999786376953,98.73999786376953,98.88500213623047,2388106
2026-04-08 19:30:00+00:00,610.1849975585938,613.4998779296875,609.6099853515625,612.6900024414062,2570894,314.4700012207031,315.4100036621094,313.92999267578125,314.7699890136719,2673161,220.33999633789062,221.41000366210938,220.32000732421875,221.25,4615578,257.17999267578125,258.989990234375,257.17999267578125,258.92999267578125,3893271,98.88500213623047,99.47000122070312,98.88500213623047,99.47000122070312,3340313
2026-04-09 13:30:00+00:00,626.969970703125,632.7000122070312,623.0,625.4949951171875,6118745,312.79998779296875,312.8561096191406,309.8699951171875,310.1199951171875,3449815,224.42999267578125,226.4600067138672,223.27000427246094,224.5800018310547,12487533,259.3699951171875,260.0299987792969,256.07000732421875,257.8399963378906,5914405,99.77999877929688,100.3499984741211,99.08000183105469,99.41500091552734,5347356
2026-04-09 14:30:00+00:00,625.4000244140625,631.260009765625,624.5499877929688,630.0,1034272,310.0799865722656,311.29998779296875,309.4800109863281,311.1600036621094,792124,224.5399932861328,228.16990661621094,224.39999389648438,228.1009979248047,3163892,257.80999755859375,258.260009765625,257.56500244140625,257.635009765625,1060126,99.41500091552734,99.87999725341797,99.38999938964844,99.79499816894531,986239
