Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-01 10:30:00-04:00,307.80999755859375,308.4700012207031,306.29998779296875,306.5751037597656,5691006,85.44000244140625,85.87000274658203,85.31500244140625,85.7300033569336,5778733,264.260009765625,264.75,262.75,264.0498962402344,5899992,372.0899963378906,373.7799987792969,371.20001220703125,371.82000732421875,1527601,610.0700073242188,616.0399780273438,609.030029296875,613.3699951171875,3400383
2026-06-01 11:30:00-04:00,306.55999755859375,307.260009765625,305.489990234375,305.7200012207031,4171810,85.72000122070312,86.08000183105469,85.55999755859375,85.95249938964844,3458311,264.0400085449219,264.95001220703125,261.5,262.6899108886719,6461516,371.79998779296875,372.57000732421875,370.7099914550781,371.0920104980469,1167026,613.4000244140625,616.7896728515625,610.4099731445312,611.75,2286727
2026-06-01 12:30:00-04:00,305.739990234375,306.5299987792969,305.0299987792969,306.4700012207031,3705835,85.95500183105469,86.15499877929688,85.6050033569336,85.93499755859375,2733829,262.7250061035156,263.1300048828125,260.70001220703125,261.8699951171875,5258392,371.07000732421875,374.05499267578125,370.8949890136719,374.0199890136719,1494102,611.780029296875,612.3599853515625,607.77001953125,610.3499755859375,2160577
2026-06-01 13:30:00-04:00,306.5199890136719,308.3999938964844,306.30999755859375,307.8699951171875,3768496,85.93499755859375,86.02999877929688,85.58499908447266,85.83499908447266,2650038,261.8699951171875,262.8500061035156,261.32000732421875,262.3500061035156,4873343,374.07000732421875,374.4599914550781,371.57000732421875,373.3500061035156,1383264,610.3099975585938,611.6699829101562,606.280029296875,607.6589965820312,3293086
2026-06-01 14:30:00-04:00,307.864990234375,308.32501220703125,307.3299865722656,307.42999267578125,3948458,85.83000183105469,86.22000122070312,85.75499725341797,85.96150207519531,3177544,262.3550109863281,264.1600036621094,262.32000732421875,263.6499938964844,5143781,373.3349914550781,374.4100036621094,373.0400085449219,374.3900146484375,1178161,607.72998046875,608.4000244140625,604.8599853515625,605.489990234375,3463618
2026-06-01 15:30:00-04:00,307.43499755859375,308.0400085449219,305.909912109375,306.32000732421875,5261936,85.96499633789062,86.06999969482422,85.80000305175781,85.83499908447266,3076964,263.6499938964844,263.7300109863281,261.0,261.239990234375,6116509,374.3599853515625,374.6000061035156,372.3599853515625,372.5799865722656,1238155,605.4000244140625,605.9199829101562,599.530029296875,600.3699951171875,4398491
2026-06-02 09:30:00-04:00,307.4599914550781,310.4700012207031,306.7200012207031,310.3399963378906,7411659,85.6050033569336,85.97989654541016,83.45999908447266,84.04000091552734,9903246,257.1600036621094,258.0,254.3699951171875,257.7799987792969,11580176,363.2799987792969,367.44189453125,355.0,367.0199890136719,11579040,603.3499755859375,605.77001953125,596.6799926757812,603.2050170898438,5067468
2026-06-02 10:30:00-04:00,310.375,312.92999267578125,309.260009765625,312.7099914550781,4895435,84.05000305175781,84.2699966430664,83.66999816894531,83.67500305175781,4934621,257.8099060058594,261.2025146484375,257.760009765625,260.67999267578125,5378234,366.9700012207031,369.7898864746094,365.8800048828125,366.2449951171875,3200556,603.1900024414062,608.8800048828125,602.8049926757812,607.3699951171875,2132122
2026-06-02 11:30:00-04:00,312.70001220703125,313.1499938964844,312.0400085449219,312.489990234375,3617660,83.67500305175781,84.2300033569336,83.58999633789062,84.1449966430664,4590795,260.70001220703125,260.7699890136719,258.4200134277344,259.2200012207031,3317773,366.2149963378906,366.2300109863281,362.67010498046875,363.8399963378906,2414535,607.3051147460938,608.3699951171875,605.4000244140625,607.4099731445312,1709185
2026-06-02 12:30:00-04:00,312.4800109863281,315.1000061035156,311.8999938964844,314.67999267578125,5289704,84.1449966430664,84.39749908447266,84.04499816894531,84.38500213623047,3107703,259.2298889160156,259.25,257.5899963378906,257.625,2380703,363.82550048828125,365.4049987792969,363.2799987792969,363.9800109863281,1549838,607.4400024414062,608.2999877929688,605.4299926757812,606.22998046875,815786
2026-06-02 13:30:00-04:00,314.67999267578125,315.45001220703125,313.7550048828125,314.239990234375,3783245,84.38500213623047,84.41000366210938,83.6500015258789,83.68499755859375,2944575,257.6199951171875,258.5799865722656,257.3310852050781,258.1499938964844,3407560,364.010009765625,364.8800048828125,361.0849914550781,361.2149963378906,1785136,606.155029296875,606.3900146484375,604.5,604.7000122070312,838253
2026-06-02 14:30:00-04:00,314.2598876953125,315.2200012207031,314.19000244140625,314.7650146484375,3482397,83.68000030517578,83.80999755859375,83.39009857177734,83.41999816894531,5334753,258.1300048828125,258.5799865722656,257.75,257.92498779296875,2547452,361.2300109863281,362.1700134277344,360.4100036621094,360.5199890136719,2020291,604.6849975585938,604.97998046875,600.2100219726562,600.64501953125,1475884
2026-06-02 15:30:00-04:00,314.760009765625,315.44000244140625,314.0299987792969,315.19000244140625,4596467,83.41500091552734,83.61499786376953,83.29000091552734,83.31999969482422,6102161,257.9200134277344,258.17999267578125,256.3500061035156,256.5,4726240,360.5299987792969,360.7900085449219,357.8500061035156,358.5,4366142,600.6699829101562,600.8599853515625,597.260009765625,597.6599731445312,2314799
2026-06-03 09:30:00-04:00,314.17498779296875,316.94000244140625,314.0,314.3500061035156,9396189,82.88999938964844,83.30000305175781,81.80000305175781,81.80999755859375,8714236,254.6999969482422,257.0899963378906,252.58999633789062,252.72500610351562,10255887,358.3349914550781,362.5,357.19000244140625,357.6600036621094,13132128,602.989990234375,619.3800048828125,600.27001953125,616.2550048828125,6557720
2026-06-03 10:30:00-04:00,314.3699951171875,314.6499938964844,310.30999755859375,311.6600036621094,6549146,81.81069946289062,81.97000122070312,81.53500366210938,81.55999755859375,4119683,252.72500610351562,253.27000427246094,250.00999450683594,250.2949981689453,7425937,357.6000061035156,360.17999267578125,354.7200012207031,355.864990234375,4917843,616.4600219726562,619.7999877929688,613.9550170898438,616.2501220703125,2425569
2026-06-03 11:30:00-04:00,311.6400146484375,312.19000244140625,309.510009765625,309.7601013183594,6552624,81.56500244140625,81.625,81.10009765625,81.20500183105469,4181999,250.2899932861328,250.5749969482422,249.02000427246094,249.06500244140625,5452595,355.9100036621094,357.3500061035156,354.79998779296875,355.44000244140625,3115432,616.3800048828125,616.52001953125,611.6099853515625,613.2050170898438,1381663
2026-06-03 12:30:00-04:00,309.760009765625,310.4649963378906,308.8500061035156,309.2099914550781,3649007,81.19000244140625,81.54499816894531,81.1720962524414,81.50509643554688,2440469,249.0500030517578,249.28700256347656,247.7100067138672,248.0800018310547,5618582,355.4700012207031,358.659912109375,355.3450012207031,357.8999938964844,2302537,613.27001953125,620.280029296875,612.6300048828125,617.8599853515625,1653923
2026-06-03 13:30:00-04:00,309.19500732421875,309.9800109863281,308.9800109863281,309.8399963378906,2467933,81.50509643554688,81.7300033569336,81.36499786376953,81.37999725341797,2311279,248.0399932861328,249.39999389648438,247.80999755859375,248.94000244140625,4549897,357.8999938964844,358.30999755859375,355.510009765625,356.0,2703850,617.8200073242188,624.0,617.1599731445312,621.8699951171875,2104054
2026-06-03 14:30:00-04:00,309.8399963378906,310.5400085449219,309.2699890136719,310.4150085449219,3123761,81.38500213623047,81.6500015258789,81.30000305175781,81.56500244140625,3144126,248.94000244140625,249.2100067138672,248.08839416503906,248.5399932861328,3882341,356.010009765625,357.8299865722656,355.75,356.54998779296875,3021090,621.905029296875,623.780029296875,620.3900756835938,621.030029296875,1570786
2026-06-03 15:30:00-04:00,310.4150085449219,311.1000061035156,309.20001220703125,310.3800048828125,6562646,81.56500244140625,81.69499969482422,81.5,81.52999877929688,4959049,248.5500030517578,250.27000427246094,248.27999877929688,249.97000122070312,6332659,356.5299987792969,356.5450134277344,354.3999938964844,355.82000732421875,4714652,621.030029296875,624.0999755859375,620.2847900390625,623.1099853515625,2784132
2026-06-04 09:30:00-04:00,313.30499267578125,313.5400085449219,309.90008544921875,310.25,9640009,83.23500061035156,83.69999694824219,82.79000091552734,82.79000091552734,11624036,253.32000732421875,255.13999938964844,251.77999877929688,253.8249969482422,9557771,355.4800109863281,365.5,354.8500061035156,365.0299987792969,7530068,623.6699829101562,640.4000244140625,622.5999755859375,638.0050048828125,5930256
2026-06-04 10:30:00-04:00,310.260009765625,311.3500061035156,309.79998779296875,310.3999938964844,3601740,82.79000091552734,82.88500213623047,82.12000274658203,82.38330078125,4167825,253.85000610351562,255.82989501953125,253.52000427246094,255.57000732421875,4407861,365.010009765625,367.8599853515625,364.0400085449219,367.80499267578125,3548853,638.1799926757812,640.5,634.60009765625,638.4949951171875,2175355
2026-06-04 11:30:00-04:00,310.4100036621094,311.05999755859375,309.6499938964844,310.8450012207031,2672085,82.38999938964844,82.48999786376953,82.01000213623047,82.0999984741211,2320927,255.55999755859375,255.66439819335938,253.60000610351562,253.67999267578125,2853824,367.79998779296875,369.3699951171875,365.1199951171875,367.3900146484375,2713570,638.4949951171875,642.3300170898438,635.6199951171875,636.7000122070312,1909204
