Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-01 13:30:00+00:00,94.47000122070312,94.69999694824219,93.61000061035156,93.87999725341797,5519911,265.42999267578125,273.31500244140625,262.783203125,271.3999938964844,15755826,614.6900024414062,618.8400268554688,610.2100219726562,611.3150024414062,5030843,378.07000732421875,382.6499938964844,375.2699890136719,381.4700012207031,9823116,281.3999938964844,287.2099914550781,278.3699951171875,285.3399963378906,30058496
2026-05-01 14:30:00+00:00,93.88999938964844,94.31999969482422,93.79000091552734,94.30000305175781,2574801,271.3999938964844,271.5400085449219,268.3399963378906,269.4607849121094,5932859,611.4298706054688,615.0,606.110107421875,614.4255981445312,3632436,381.4800109863281,382.1000061035156,378.15301513671875,381.9601135253906,3677614,285.340087890625,285.6000061035156,281.4599914550781,283.95001220703125,9289199
2026-05-01 15:30:00+00:00,94.30999755859375,94.38999938964844,93.25499725341797,93.29499816894531,2640660,269.5050048828125,270.7950134277344,268.75,269.0,5434658,614.4500122070312,614.8400268554688,609.9600219726562,612.1624755859375,2433586,382.0,383.260009765625,379.8599853515625,380.8999938964844,2437859,283.9549865722656,285.489990234375,283.20001220703125,283.9549865722656,9693580
2026-05-01 16:30:00+00:00,93.29000091552734,93.37000274658203,92.62020111083984,92.81500244140625,2713212,268.95001220703125,269.80999755859375,268.1200866699219,269.385009765625,4399944,612.1649780273438,615.6699829101562,610.7999877929688,615.614990234375,2046825,380.8599853515625,383.0,379.9599914550781,382.6499938964844,1937137,283.9549865722656,284.1099853515625,282.3951110839844,282.80999755859375,5060158
2026-05-01 17:30:00+00:00,92.81500244140625,92.83989715576172,92.27999877929688,92.33000183105469,2949164,269.3699951171875,269.6199951171875,268.8399963378906,269.6098937988281,2768074,615.2100219726562,615.969970703125,610.3699951171875,611.8499755859375,1699768,382.67999267578125,382.739990234375,380.79998779296875,381.6300048828125,1654813,282.80499267578125,282.82000732421875,280.6401062011719,281.2300109863281,4791832
2026-05-01 18:30:00+00:00,92.3550033569336,92.36499786376953,92.06999969482422,92.25,4089172,269.6400146484375,269.6700134277344,268.2300109863281,268.8500061035156,4154023,611.8350219726562,613.5,609.5,611.2750244140625,2255827,381.6499938964844,382.75,379.0201110839844,382.67999267578125,2794630,281.239990234375,281.239990234375,279.739990234375,280.34991455078125,4824173
2026-05-01 19:30:00+00:00,92.25499725341797,92.33999633789062,91.9000015258789,92.0999984741211,4974393,268.8599853515625,268.9049987792969,267.6700134277344,268.3399963378906,4957503,611.260009765625,612.7000122070312,608.3800048828125,608.7449951171875,2440692,382.69500732421875,383.3900146484375,381.9599914550781,383.3900146484375,2800346,280.3399963378906,280.69000244140625,279.6099853515625,280.1499938964844,5835827
2026-05-04 13:30:00+00:00,92.02999877929688,92.33000183105469,91.12200164794922,92.11499786376953,6369192,268.9949951171875,273.3500061035156,268.8599853515625,271.9700012207031,10840725,607.9349975585938,608.2999877929688,602.7501220703125,605.5900268554688,4215544,382.32000732421875,384.1600036621094,377.92999267578125,378.95001220703125,5588600,279.6549987792969,280.6300048828125,274.860107421875,276.25360107421875,11843654
