Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-14 10:30:00-04:00,78.0999984741211,78.27999877929688,77.81999969482422,78.11499786376953,2704936,344.0,344.32000732421875,342.5899963378906,342.95001220703125,1357795,595.8250122070312,596.8699951171875,591.9000244140625,593.1599731445312,1219298,305.0199890136719,305.95989990234375,304.29998779296875,305.53289794921875,2774970,264.4100036621094,264.94000244140625,263.4200134277344,263.67999267578125,3218986
2026-08-14 11:30:00-04:00,78.11499786376953,78.41999816894531,78.06999969482422,78.26499938964844,3748221,342.9200134277344,343.1499938964844,342.3999938964844,342.8399963378906,934731,592.9949951171875,595.0900268554688,591.7000122070312,592.260009765625,749761,305.5450134277344,305.91680908203125,304.9700012207031,305.44500732421875,1655298,263.6700134277344,264.3500061035156,263.3500061035156,264.3450012207031,1850186
2026-08-14 12:30:00-04:00,78.26000213623047,78.32499694824219,77.91000366210938,77.92009735107422,1865244,342.8387145996094,343.0,342.3500061035156,342.385009765625,687599,592.2949829101562,592.5999755859375,590.7999877929688,591.3300170898438,597256,305.42999267578125,305.56500244140625,305.0799865722656,305.19439697265625,1717424,264.3500061035156,264.44000244140625,263.010009765625,263.32000732421875,1810852
2026-08-14 13:30:00-04:00,77.92500305175781,78.05999755859375,77.77999877929688,77.8949966430664,2012732,342.385009765625,342.9200134277344,342.0755920410156,342.6343994140625,808084,591.3400268554688,592.0494995117188,590.6699829101562,591.4912109375,635243,305.19500732421875,306.25,305.0400085449219,305.97900390625,2580373,263.3299865722656,264.010009765625,263.0205078125,263.2349853515625,3992366
2026-08-14 14:30:00-04:00,77.91000366210938,78.2300033569336,77.87000274658203,78.03500366210938,2407932,342.6400146484375,343.4399108886719,342.6400146484375,343.0299987792969,768275,591.5599975585938,592.125,590.5540161132812,591.219970703125,912824,305.9800109863281,306.17999267578125,305.2699890136719,305.94500732421875,1983226,263.239990234375,263.3999938964844,262.7699890136719,263.2200012207031,2138509
2026-08-14 15:30:00-04:00,78.04000091552734,78.22000122070312,78.00250244140625,78.17500305175781,2781140,343.0299987792969,343.69000244140625,342.5450134277344,343.5400085449219,1096816,591.22998046875,591.6849975585938,589.2899780273438,589.9099731445312,999490,305.92999267578125,306.0400085449219,305.5,305.95001220703125,2812891,263.2170104980469,263.79998779296875,262.4200134277344,262.6600036621094,3206499
2026-08-17 09:30:00-04:00,77.80999755859375,78.52999877929688,76.66000366210938,76.8499984741211,5724639,344.07501220703125,345.0,341.010009765625,341.3500061035156,2653618,589.75,590.239990234375,577.6099853515625,578.114990234375,3264745,306.2099914550781,307.6600036621094,304.05499267578125,304.4949951171875,7901505,265.44000244140625,265.75,260.70001220703125,260.8099060058594,12189544
2026-08-17 10:30:00-04:00,76.85710144042969,76.95010375976562,76.36499786376953,76.55500030517578,3160899,341.2850036621094,341.97088623046875,339.57000732421875,341.48480224609375,1876011,578.0999755859375,578.1898803710938,572.8510131835938,575.030029296875,2261534,304.48419189453125,304.9100036621094,303.6499938964844,304.5350036621094,4144849,260.7900085449219,261.7200012207031,260.0799865722656,261.7099914550781,5607434
2026-08-17 11:30:00-04:00,76.55500030517578,76.69999694824219,76.36499786376953,76.58499908447266,4122501,341.4849853515625,342.04998779296875,340.6600036621094,341.8999938964844,1293305,575.0700073242188,575.1199951171875,569.0499877929688,569.5750122070312,2132997,304.5400085449219,304.5950927734375,303.04998779296875,303.55499267578125,2930675,261.715087890625,261.7300109863281,260.20001220703125,260.50201416015625,3281013
2026-08-17 12:30:00-04:00,76.58999633789062,76.63999938964844,76.05999755859375,76.08499908447266,2737737,341.8800048828125,342.1299133300781,340.1499938964844,340.7799072265625,1232539,569.5750122070312,569.8200073242188,566.1605224609375,566.4299926757812,2291129,303.55999755859375,304.42498779296875,302.9389953613281,304.4150085449219,2489734,260.489990234375,260.56988525390625,258.5899963378906,258.6499938964844,4828205
2026-08-17 13:30:00-04:00,76.08499908447266,76.19000244140625,75.58999633789062,75.61499786376953,2687323,340.7650146484375,341.54998779296875,340.32000732421875,341.32501220703125,855205,566.4299926757812,567.8200073242188,564.75,567.1400146484375,1944424,304.4150085449219,304.94000244140625,303.9599914550781,304.7049865722656,2462965,258.6549987792969,260.2099914550781,258.3389892578125,259.6400146484375,3758046
2026-08-17 14:30:00-04:00,75.61990356445312,75.83999633789062,75.46499633789062,75.7750015258789,3571274,341.32501220703125,341.70001220703125,341.05999755859375,341.43499755859375,953487,567.1799926757812,569.97998046875,566.8101196289062,569.3150024414062,1459681,304.70001220703125,306.1600036621094,304.69049072265625,306.1449890136719,2925518,259.6499938964844,260.6700134277344,259.45001220703125,260.510009765625,3656549
2026-08-17 15:30:00-04:00,75.7750015258789,76.06999969482422,75.69999694824219,76.02999877929688,4216998,341.3999938964844,341.6000061035156,340.8500061035156,341.4599914550781,1732343,569.280029296875,569.593994140625,567.7235107421875,569.010009765625,1809520,306.1499938964844,306.32000732421875,305.0299987792969,305.69000244140625,3979916,260.5199890136719,261.3999938964844,259.7699890136719,261.3349914550781,4464879
2026-08-18 09:30:00-04:00,77.35189819335938,78.52999877929688,76.33999633789062,78.12999725341797,8458705,339.8046875,341.95001220703125,337.5199890136719,341.8999938964844,2930089,557.3099975585938,560.6300048828125,546.6099853515625,547.8316040039062,7947794,307.5299987792969,310.2699890136719,305.739990234375,309.659912109375,0,260.6300048828125,261.2699890136719,257.7300109863281,261.14599609375,7344434
2026-08-18 10:30:00-04:00,78.13500213623047,79.09719848632812,78.05000305175781,78.75,5050815,341.8999938964844,342.0799865722656,340.44000244140625,340.73760986328125,1410816,547.885009765625,553.5582275390625,545.469970703125,552.219970703125,3736094,309.6400146484375,311.489990234375,309.6000061035156,310.42999267578125,17838632,261.1400146484375,262.17999267578125,260.2799987792969,260.42999267578125,4300309
2026-08-18 11:30:00-04:00,78.75499725341797,78.93000030517578,78.51000213623047,78.83000183105469,2919254,340.6499938964844,341.75,340.05999755859375,341.4549865722656,997459,552.219970703125,555.7999877929688,551.3699951171875,551.8300170898438,2122193,310.42999267578125,310.6400146484375,309.0119934082031,310.614990234375,3765824,260.45989990234375,261.4800109863281,259.69000244140625,261.04998779296875,2574986
2026-08-18 12:30:00-04:00,78.83499908447266,78.93000030517578,78.56999969482422,78.61499786376953,2787921,341.4549865722656,341.55499267578125,340.4599914550781,340.75,827704,551.6799926757812,552.280029296875,548.2501220703125,548.9199829101562,2174188,310.6199951171875,310.94000244140625,310.20001220703125,310.3999938964844,3345582,261.0299987792969,262.1400146484375,260.8699951171875,260.8900146484375,2697383
2026-08-18 13:30:00-04:00,78.61499786376953,78.75,78.38999938964844,78.70999908447266,2286737,340.739990234375,342.389892578125,340.56500244140625,342.3500061035156,1303195,548.9577026367188,549.3599853515625,546.4299926757812,547.239990234375,2201289,310.3999938964844,310.64990234375,309.75,310.627685546875,3979233,260.8699951171875,260.8699951171875,260.04998779296875,260.5580139160156,2417634
2026-08-18 14:30:00-04:00,78.70989990234375,78.73500061035156,78.3499984741211,78.44000244140625,2983873,342.364990234375,342.3900146484375,340.2200012207031,341.7799987792969,1267438,547.22998046875,547.4000244140625,543.9099731445312,545.22998046875,2475290,310.6099853515625,311.239990234375,309.3699951171875,309.7099914550781,3801923,260.55499267578125,260.6499938964844,259.8599853515625,260.0199890136719,2298425
2026-08-18 15:30:00-04:00,78.47000122070312,78.49500274658203,77.75,77.79000091552734,4853864,341.80999755859375,342.3599853515625,341.2099914550781,341.3699951171875,2478155,545.280029296875,546.260009765625,543.2100219726562,543.7279052734375,2843823,309.69500732421875,311.0690002441406,309.6014099121094,310.20001220703125,5897762,260.0299987792969,260.3299865722656,259.1099853515625,259.4800109863281,4341416
2026-08-19 09:30:00-04:00,78.22000122070312,79.08000183105469,78.0999984741211,78.88999938964844,2353665,339.79998779296875,341.6499938964844,338.35009765625,339.19000244140625,1240471,541.3400268554688,543.719970703125,537.280029296875,540.9099731445312,2481841,310.1300048828125,312.32000732421875,309.6000061035156,311.5498962402344,4099415,260.8450012207031,262.6799011230469,259.0,259.0,2747358
