Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-23 15:30:00+00:00,204.60000610351562,205.13999938964844,203.5,204.4600067138672,4855931,649.114990234375,649.5999755859375,642.0499877929688,644.3800048828125,691895,315.760009765625,315.989990234375,311.8599853515625,314.1700134277344,2163463,76.16500091552734,76.23999786376953,75.18000030517578,75.91999816894531,4064775,267.0899963378906,267.5299072265625,264.75,266.5899963378906,1006448
2026-02-23 16:30:00+00:00,204.43499755859375,204.6300048828125,203.36000061035156,203.44000244140625,3641828,644.469970703125,644.8499755859375,641.6121826171875,643.1599731445312,1826212,314.0899963378906,314.6000061035156,313.44000244140625,313.9700012207031,883669,75.91999816894531,75.97000122070312,75.58000183105469,75.91999816894531,2466235,266.57000732421875,267.34588623046875,265.8399963378906,267.1297912597656,2169664
2026-02-23 17:30:00+00:00,203.42999267578125,204.7198944091797,203.11000061035156,204.42999267578125,3674100,643.0650024414062,644.4000244140625,641.2517700195312,643.5900268554688,0,313.989990234375,315.010009765625,312.9200134277344,314.6499938964844,789369,75.92500305175781,76.2300033569336,75.70500183105469,76.05000305175781,8784785,267.10699462890625,269.3699951171875,266.8612060546875,269.3349914550781,2699181
2026-02-23 18:30:00+00:00,204.42999267578125,204.57000732421875,203.25,204.3800048828125,3067412,643.5499877929688,644.0999755859375,638.7999877929688,639.10498046875,518374,314.6499938964844,314.6600036621094,312.67498779296875,312.7300109863281,790670,76.05500030517578,76.44999694824219,75.87999725341797,76.1050033569336,0,269.3399963378906,269.42999267578125,267.25,267.29998779296875,2303781
2026-02-23 19:30:00+00:00,204.38999938964844,204.83999633789062,204.00999450683594,204.6699981689453,2877289,639.1599731445312,640.2999877929688,636.0,637.5,628490,312.75,312.9898986816406,309.989990234375,311.5574951171875,1452327,76.10929870605469,76.38999938964844,75.88999938964844,75.90499877929688,1868637,267.2701110839844,267.3299865722656,266.2799987792969,266.7799987792969,2444216
2026-02-23 20:30:00+00:00,204.6699981689453,205.32000732421875,204.6699981689453,205.2899932861328,3302582,637.6400146484375,638.52001953125,636.1500244140625,637.3099975585938,690976,311.5255126953125,311.8399963378906,310.57000732421875,311.7200012207031,1118323,75.9000015258789,76.13999938964844,75.73500061035156,76.05000305175781,2880319,266.80999755859375,267.20001220703125,265.989990234375,266.3900146484375,2450818
2026-02-24 14:30:00+00:00,205.47000122070312,207.88999938964844,203.25,207.75999450683594,7179961,633.0202026367188,638.5499877929688,628.97998046875,635.5650024414062,1768050,310.5625,310.8999938964844,306.0899963378906,309.4573059082031,2857974,75.61199951171875,77.12000274658203,75.20999908447266,76.90499877929688,4938288,268.0,274.8900146484375,267.739990234375,273.6700134277344,8122809
2026-02-24 15:30:00+00:00,207.75,209.17999267578125,207.3000030517578,209.10000610351562,3631315,635.5650024414062,638.7000122070312,635.0,638.030029296875,714507,309.489990234375,311.3500061035156,308.8900146484375,310.8800048828125,3041444,76.90499877929688,77.18499755859375,76.3499984741211,76.81500244140625,2132749,273.67999267578125,274.82000732421875,272.3599853515625,273.2200012207031,10039980
2026-02-24 16:30:00+00:00,209.11000061035156,209.9600067138672,208.44000244140625,209.60000610351562,2915360,637.9600219726562,640.4099731445312,636.3599853515625,639.9400024414062,474366,310.8999938964844,312.010009765625,310.3500061035156,311.9700012207031,0,76.81500244140625,77.32990264892578,76.6500015258789,77.24500274658203,2237837,273.2250061035156,273.239990234375,271.989990234375,272.510009765625,0
2026-02-24 17:30:00+00:00,209.61000061035156,209.8000030517578,208.97999572753906,209.44000244140625,2139822,639.8900146484375,641.1099853515625,638.6599731445312,638.9500122070312,398501,311.94500732421875,312.3699951171875,310.7799987792969,310.875,2995293,77.24829864501953,77.67500305175781,77.16000366210938,77.33999633789062,1863905,272.489990234375,272.7900085449219,271.5950012207031,271.5950012207031,1641925
2026-02-24 18:30:00+00:00,209.4499969482422,210.36000061035156,208.6999969482422,209.02000427246094,2749739,638.9849853515625,641.0900268554688,637.8800048828125,638.125,468183,310.8599853515625,311.2200012207031,309.6199951171875,310.239990234375,0,77.33999633789062,77.80000305175781,77.23999786376953,77.28990173339844,1860217,271.6000061035156,272.54998779296875,271.3699951171875,272.2900085449219,1871775
2026-02-24 19:30:00+00:00,209.00999450683594,209.52999877929688,208.2100067138672,208.22000122070312,2718724,638.1799926757812,639.6699829101562,637.8800048828125,638.0449829101562,517823,310.2099914550781,311.69000244140625,310.2099914550781,311.139892578125,3810232,77.27999877929688,77.40499877929688,77.12000274658203,77.20649719238281,2139292,272.2799987792969,272.7200012207031,271.3800048828125,271.909912109375,2122079
2026-02-24 20:30:00+00:00,208.24000549316406,208.7100067138672,208.16000366210938,208.55499267578125,2449305,638.030029296875,640.6300048828125,637.5700073242188,639.0499877929688,641649,311.1700134277344,311.5799865722656,310.6700134277344,310.9200134277344,0,77.20970153808594,78.12000274658203,77.20500183105469,78.04000091552734,3455655,271.9100036621094,272.4299011230469,271.4800109863281,272.1700134277344,13328406
2026-02-25 14:30:00+00:00,210.4600067138672,211.58999633789062,209.58949279785156,210.4499969482422,5503153,642.5050048828125,651.6099853515625,642.1500244140625,649.6900024414062,1375377,312.1199951171875,313.6499938964844,309.6300048828125,312.1499938964844,2596197,79.4000015258789,81.98999786376953,79.36000061035156,81.8563003540039,13231435,271.67999267578125,274.0799865722656,271.04998779296875,273.6300048828125,5230897
2026-02-25 15:30:00+00:00,210.4600067138672,211.00999450683594,209.71499633789062,209.94000244140625,3013359,649.6900024414062,650.25,646.5050048828125,649.7750244140625,1674897,312.1050109863281,312.1700134277344,309.3599853515625,310.6300048828125,1756906,81.86000061035156,82.30000305175781,81.66999816894531,82.00499725341797,5663109,273.6300048828125,274.58990478515625,272.9200134277344,273.9649963378906,2463949
2026-02-25 16:30:00+00:00,209.94500732421875,210.14999389648438,209.0399932861328,209.2100067138672,2300099,649.8350219726562,652.6500244140625,649.330078125,651.2550048828125,0,310.6300048828125,311.6650085449219,310.44000244140625,310.69000244140625,1421063,82.00499725341797,82.4000015258789,81.79499816894531,81.79499816894531,3542520,273.9150085449219,274.06988525390625,272.9599914550781,273.6099853515625,1694059
2026-02-25 17:30:00+00:00,209.2100067138672,209.5500030517578,209.05999755859375,209.16000366210938,1851630,651.1699829101562,651.3400268554688,648.594970703125,649.469970703125,501941,310.7300109863281,310.9700012207031,310.0400085449219,310.385009765625,1003350,81.79000091552734,82.54000091552734,81.7249984741211,82.3550033569336,2922652,273.6099853515625,274.6300048828125,273.4200134277344,274.3500061035156,1522519
2026-02-25 18:30:00+00:00,209.14999389648438,210.1300048828125,208.92999267578125,209.93499755859375,2103994,649.469970703125,651.4299926757812,649.0900268554688,651.4299926757812,463458,310.4100036621094,311.44500732421875,310.239990234375,311.0718078613281,910578,82.3550033569336,83.11699676513672,82.0199966430664,82.93499755859375,5582444,274.3299865722656,274.94000244140625,274.17999267578125,274.4100036621094,1635951
2026-02-25 19:30:00+00:00,209.9300994873047,210.61000061035156,209.92999267578125,210.22999572753906,2786760,651.4439697265625,653.0800170898438,651.038818359375,651.213623046875,684879,311.07000732421875,312.4599914550781,310.6499938964844,312.3599853515625,1283019,82.93499755859375,82.97000122070312,82.26000213623047,82.55500030517578,21764724,274.4100036621094,274.5400085449219,273.2099914550781,273.75,1879899
2026-02-25 20:30:00+00:00,210.22999572753906,210.8000030517578,210.02499389648438,210.66000366210938,2879337,651.2899780273438,653.8699951171875,649.9600830078125,653.780029296875,810365,312.3399963378906,313.2300109863281,311.7099914550781,313.0400085449219,1285483,82.55500030517578,83.06999969482422,82.30000305175781,82.70999908447266,0,273.7200012207031,274.7200012207031,273.625,274.17999267578125,2422723
2026-02-26 14:30:00+00:00,210.72999572753906,211.0500030517578,207.05029296875,207.50999450683594,7140858,650.5499877929688,660.9000244140625,647.6649780273438,650.969970703125,2242234,312.9200134277344,313.0,302.4100036621094,303.3399963378906,3957374,83.16500091552734,84.55999755859375,82.81999969482422,83.44999694824219,15016358,274.9549865722656,276.1099853515625,270.8399963378906,272.0,5054219
2026-02-26 15:30:00+00:00,207.50999450683594,209.14990234375,206.9499969482422,208.18760681152344,4421092,650.7999877929688,657.1566772460938,647.5,655.3800048828125,1972649,303.2591857910156,307.2301025390625,302.57000732421875,307.1000061035156,6227050,83.45500183105469,87.62000274658203,83.17320251464844,84.0250015258789,0,271.9200134277344,272.78509521484375,270.7950134277344,272.5400085449219,2579542
2026-02-26 16:30:00+00:00,208.1699981689453,208.2899932861328,206.4600067138672,206.970703125,3152860,655.3400268554688,655.8099975585938,652.9099731445312,653.969970703125,0,307.0899963378906,307.70001220703125,305.0,305.3500061035156,0,84.0250015258789,84.87999725341797,83.44000244140625,84.79499816894531,4721949,272.5299987792969,272.7300109863281,271.5126953125,271.760009765625,1300410
2026-02-26 17:30:00+00:00,206.97000122070312,207.33999633789062,205.3498992919922,205.5399932861328,3216873,653.9000244140625,655.4249877929688,652.780029296875,653.6599731445312,472173,305.32000732421875,305.70001220703125,304.5799865722656,304.7300109863281,963909,84.79499816894531,85.16999816894531,84.30000305175781,84.73500061035156,4430894,271.7550048828125,272.0249938964844,270.9100036621094,271.3900146484375,1189482
2026-02-26 18:30:00+00:00,205.5500030517578,207.99000549316406,205.52000427246094,207.53720092773438,3084324,653.7249755859375,658.5499877929688,653.5900268554688,657.344970703125,529417,304.739990234375,308.19000244140625,304.69000244140625,307.6499938964844,6555836,84.73999786376953,85.5,84.69999694824219,85.375,3734796,271.4100036621094,272.94000244140625,270.8529968261719,272.79998779296875,1838921
2026-02-26 19:30:00+00:00,207.52000427246094,208.38499450683594,207.4199981689453,207.75010681152344,2263662,657.4099731445312,659.2000122070312,655.8900146484375,656.8499755859375,520068,307.6600036621094,308.1199951171875,306.8999938964844,307.010009765625,0,85.37850189208984,85.48999786376953,84.91999816894531,85.16000366210938,4232847,272.80499267578125,273.5,272.5799865722656,272.6300048828125,1756013
2026-02-26 20:30:00+00:00,207.74000549316406,208.10000610351562,207.5399932861328,207.91000366210938,2399989,656.8499755859375,658.0999755859375,655.719970703125,657.010009765625,604366,307.0199890136719,307.8900146484375,306.510009765625,307.15899658203125,1228449,85.16500091552734,85.37000274658203,84.38999938964844,84.62000274658203,5198758,272.6449890136719,273.07000732421875,272.20001220703125,272.989990234375,1906660
