Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-16 13:30:00+00:00,107.41000366210938,108.45999908447266,106.62010192871094,107.58000183105469,10215190,248.97999572753906,250.0,244.1999969482422,245.55499267578125,11721800,335.8500061035156,337.05999755859375,333.0,334.06500244140625,2837868,266.79998779296875,267.1600036621094,261.30999755859375,262.05999755859375,11554343,675.989990234375,676.6799926757812,667.75,670.02001953125,2256685
2026-04-16 14:30:00+00:00,107.58499908447266,108.52729797363281,107.57499694824219,108.13680267333984,4671468,245.53199768066406,248.2198944091797,245.1999969482422,247.6300048828125,5664985,334.0799865722656,335.4100036621094,333.8599853515625,333.9599914550781,1385886,262.0899963378906,262.7300109863281,261.2699890136719,262.25,4797954,670.0999755859375,675.2899780273438,670.0,673.25,1150304
2026-04-16 15:30:00+00:00,108.12999725341797,108.94000244140625,108.08999633789062,108.30000305175781,4305824,247.6199951171875,249.0399932861328,247.51499938964844,248.44500732421875,3599206,333.8699951171875,335.80999755859375,333.8699951171875,335.239990234375,1614040,262.25,264.3898010253906,262.19000244140625,264.0801086425781,4125437,673.239990234375,677.4099731445312,672.8800048828125,675.9400024414062,855944
2026-04-16 16:30:00+00:00,108.30500030517578,108.36000061035156,107.9000015258789,108.04499816894531,3191455,248.4600067138672,249.25990295410156,247.72000122070312,249.1300048828125,2924221,335.239990234375,335.364990234375,333.1099853515625,333.3599853515625,994147,264.0899963378906,264.1686096191406,263.0899963378906,263.5199890136719,2692302,675.9299926757812,676.030029296875,673.010009765625,674.489990234375,609217
2026-04-16 17:30:00+00:00,108.04499816894531,108.35990142822266,107.80999755859375,107.97969818115234,3666409,249.1300048828125,249.6199951171875,248.32000732421875,248.57000732421875,3201739,333.3550109863281,333.8599853515625,331.65008544921875,332.1531982421875,1235295,263.5299987792969,264.1700134277344,263.2900085449219,263.5799865722656,2435729,674.489990234375,677.0549926757812,671.8701171875,672.6199951171875,731392
2026-04-16 18:30:00+00:00,107.9749984741211,108.37000274658203,107.92500305175781,108.05249786376953,5209167,248.58999633789062,249.44000244140625,248.23609924316406,248.66000366210938,3513350,332.2001037597656,332.7699890136719,331.8800048828125,332.20001220703125,1409520,263.5899963378906,264.54998779296875,263.4800109863281,263.63409423828125,3260194,672.6599731445312,674.9398803710938,672.5800170898438,673.5,702808
2026-04-16 19:30:00+00:00,108.05500030517578,108.23999786376953,107.11000061035156,107.6500015258789,9885516,248.6750030517578,249.72000122070312,248.64500427246094,249.7100067138672,4341811,332.2699890136719,333.3399963378906,332.239990234375,332.67999267578125,1816937,263.6300048828125,264.25,263.260009765625,263.3599853515625,3667931,673.4650268554688,677.5050048828125,673.25,676.8099975585938,1330256
2026-04-17 13:30:00+00:00,96.37000274658203,98.37999725341797,95.0999984741211,96.91670227050781,52227189,254.9499969482422,255.7725067138672,252.1999969482422,254.42999267578125,13625830,334.7449951171875,335.4849853515625,333.2900085449219,334.4200134277344,4770321,267.0979919433594,269.7900085449219,266.7200012207031,268.5849914550781,16349267,678.5999755859375,687.7899780273438,675.1300048828125,682.405029296875,3907234
