Ticker,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-25 09:30:00-04:00,563.75,568.6400146484375,562.2000122070312,563.0534057617188,2145703,345.6619873046875,346.70001220703125,342.9549865722656,343.2200012207031,2253465,79.6500015258789,81.62000274658203,79.4000015258789,81.56999969482422,5468211,262.6000061035156,263.87188720703125,260.2799987792969,260.9599914550781,5167079,310.93499755859375,313.5799865722656,309.6499938964844,310.0849914550781,5344241
2026-08-25 10:30:00-04:00,562.9400024414062,565.8699951171875,561.4000854492188,563.39501953125,980957,343.20001220703125,343.8450012207031,342.1449890136719,342.9800109863281,1108441,81.58000183105469,81.7249984741211,80.94000244140625,81.63500213623047,3472320,260.9599914550781,261.43499755859375,260.3399963378906,260.5400085449219,2377261,310.0799865722656,310.7900085449219,308.3900146484375,309.3100891113281,2926335
2026-08-25 11:30:00-04:00,563.384521484375,566.25,563.1199951171875,565.77001953125,814800,342.9100036621094,343.6000061035156,342.56500244140625,343.3399963378906,863287,81.63999938964844,82.18499755859375,81.58999633789062,82.16999816894531,3410440,260.54998779296875,261.30999755859375,260.2799987792969,260.8900146484375,1885383,309.30999755859375,310.19000244140625,309.2200012207031,309.9549865722656,1906951
2026-08-25 12:30:00-04:00,565.739990234375,567.5250244140625,564.0,565.3200073242188,697735,343.3450012207031,344.2200012207031,342.95001220703125,343.1499938964844,655753,82.16999816894531,82.32499694824219,82.05000305175781,82.15989685058594,2398454,260.8900146484375,261.3900146484375,260.1199951171875,260.239990234375,1404072,309.95001220703125,310.1000061035156,309.5,309.6549987792969,1332591
2026-08-25 13:30:00-04:00,565.3419189453125,565.9600219726562,559.02001953125,565.0336303710938,569113,343.17999267578125,344.5899963378906,342.3500061035156,342.739990234375,668607,82.1500015258789,82.2699966430664,80.01000213623047,81.95999908447266,3020618,260.25,262.07000732421875,259.8299865722656,260.1000061035156,2263692,309.6549987792969,310.3399963378906,308.6099853515625,309.5400085449219,2457846
2026-08-25 14:30:00-04:00,565.2899169921875,566.8599853515625,564.7100219726562,566.3400268554688,839948,342.7550048828125,343.260009765625,342.510009765625,343.20001220703125,1341403,81.95500183105469,82.31999969482422,81.83499908447266,82.20999908447266,2637867,260.1050109863281,260.889892578125,259.8699951171875,260.1199951171875,1852999,309.55499267578125,309.6099853515625,308.2099914550781,308.9700927734375,2209356
2026-08-25 15:30:00-04:00,566.3848266601562,570.7999877929688,566.3800048828125,569.864990234375,1761170,343.185791015625,344.0899963378906,342.92999267578125,343.3800048828125,1303275,82.19999694824219,82.45500183105469,82.10009765625,82.25499725341797,3798991,260.1300048828125,261.3323974609375,260.1050109863281,260.9700012207031,2629684,308.9700927734375,310.29998779296875,308.6199951171875,309.8299865722656,2846819
2026-08-26 09:30:00-04:00,590.4375,593.27001953125,561.9450073242188,574.0924072265625,14246200,343.1449890136719,343.19110107421875,337.7843017578125,338.6099853515625,3430185,81.875,82.41999816894531,81.29499816894531,82.125,6633605,260.7200012207031,262.04998779296875,258.8800048828125,259.05999755859375,4298023,310.2449951171875,313.4198913574219,308.80010986328125,311.7950134277344,5614805
