Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07 14:30:00+00:00,273.3599853515625,273.9700012207031,272.1914978027344,273.31500244140625,4275726,620.8314819335938,624.9500122070312,619.6099853515625,621.27001953125,1624591,290.4700012207031,291.3900146484375,289.9200134277344,290.2001037597656,4189077,88.5999984741211,89.1500015258789,88.43000030517578,88.58999633789062,3206961,394.3500061035156,394.489990234375,392.69000244140625,393.8999938964844,1613050
2026-05-07 15:30:00+00:00,273.3399963378906,273.889892578125,271.3999938964844,272.5849914550781,4378086,621.3800048828125,623.3699951171875,616.2600708007812,619.8049926757812,1600955,290.20001220703125,290.739990234375,288.7799987792969,289.4100036621094,3696404,88.5999984741211,88.95999908447266,88.55500030517578,88.73500061035156,3012775,393.9200134277344,394.2300109863281,390.30999755859375,391.9750061035156,1648634
2026-05-07 16:30:00+00:00,272.5899963378906,273.0400085449219,271.18011474609375,271.4599914550781,2768340,619.85498046875,619.8599853515625,613.630126953125,614.9600219726562,1443660,289.42498779296875,289.6549987792969,288.239990234375,288.7650146484375,3128141,88.66999816894531,88.88990020751953,88.3550033569336,88.3949966430664,2547526,391.989990234375,394.0,391.5899963378906,393.2799987792969,1392404
2026-05-07 17:30:00+00:00,271.4800109863281,272.9800109863281,271.2101135253906,272.6199951171875,2607643,615.0900268554688,617.159912109375,613.5401000976562,616.6801147460938,720943,288.8599853515625,289.7699890136719,287.8999938964844,288.2699890136719,3005535,88.40499877929688,88.5999984741211,88.19000244140625,88.5250015258789,2311640,393.2799987792969,394.8699951171875,392.55999755859375,393.95001220703125,907698
2026-05-07 18:30:00+00:00,272.614990234375,272.8399963378906,271.3800048828125,271.9800109863281,2738089,616.6799926757812,617.2999267578125,615.030029296875,615.8099975585938,719933,288.2799987792969,288.3399963378906,285.7799987792969,286.739990234375,4941011,88.5250015258789,88.79000091552734,88.31009674072266,88.40260314941406,2418412,393.95001220703125,394.7699890136719,391.70001220703125,393.3550109863281,1292492
2026-05-07 19:30:00+00:00,271.9700012207031,272.1300048828125,270.489990234375,271.25,3492195,615.8049926757812,617.989990234375,615.27001953125,616.9600219726562,892716,286.7349853515625,287.55999755859375,286.2799987792969,287.4700012207031,3254466,88.4000015258789,88.68499755859375,88.12999725341797,88.26000213623047,4117619,393.3900146484375,395.510009765625,392.6499938964844,395.2900085449219,1590434
2026-05-08 13:30:00+00:00,271.6300048828125,273.3758850097656,269.95001220703125,272.4200134277344,7499357,615.2000122070312,616.77001953125,612.3099975585938,612.8499755859375,2486609,290.1099853515625,294.55499267578125,290.0,293.7850036621094,11356891,87.70999908447266,88.0199966430664,87.20999908447266,87.55999755859375,6517722,394.4175109863281,398.0,393.67999267578125,396.4700012207031,2761109
2026-05-08 14:30:00+00:00,272.4150085449219,272.8999938964844,271.4200134277344,272.8999938964844,3410690,612.8699951171875,613.52001953125,608.0999755859375,608.9000244140625,2114789,293.7699890136719,294.760009765625,292.4200134277344,292.8500061035156,7279310,87.55000305175781,88.04000091552734,87.46499633789062,87.67500305175781,3853361,396.4700012207031,397.5799865722656,395.2300109863281,396.0976867675781,1335319
2026-05-08 15:30:00+00:00,272.9100036621094,273.489990234375,272.3500061035156,272.9601135253906,3628591,608.8900146484375,610.2999877929688,606.0601196289062,608.0999755859375,1911388,292.8500061035156,293.0400085449219,292.18011474609375,292.79998779296875,3193255,87.68000030517578,87.88999938964844,87.44000244140625,87.63009643554688,3033851,396.05999755859375,396.2099914550781,395.0299987792969,395.32000732421875,1040807
2026-05-08 16:30:00+00:00,272.82000732421875,273.29998779296875,272.1499938964844,272.340087890625,2726843,608.2180786132812,610.25,607.5,609.9149780273438,941103,292.79998779296875,292.79998779296875,291.7500915527344,292.1499938964844,4004012,87.63020324707031,87.9800033569336,87.41500091552734,87.43499755859375,2925608,395.2699890136719,395.55999755859375,393.79998779296875,394.5299987792969,967267
2026-05-08 17:30:00+00:00,272.3900146484375,273.0,272.1600036621094,272.5050048828125,2718015,609.8699951171875,611.5,608.7000122070312,611.35498046875,853682,292.1400146484375,292.8599853515625,292.07000732421875,292.7229919433594,2447225,87.43000030517578,87.65840148925781,87.4000015258789,87.55500030517578,2265394,394.5,396.1000061035156,394.3599853515625,396.0299987792969,762977
2026-05-08 18:30:00+00:00,272.5198974609375,273.1642150878906,271.9130859375,273.0849914550781,3198995,611.4000244140625,611.5,608.72998046875,610.239990234375,1281593,292.7651062011719,293.6000061035156,292.3900146484375,293.42999267578125,3970651,87.55500030517578,87.88999938964844,87.38500213623047,87.73500061035156,3217617,395.9750061035156,396.2900085449219,395.1700134277344,395.8999938964844,1299276
2026-05-08 19:30:00+00:00,273.07000732421875,274.0,272.5,272.67999267578125,5023532,610.25,611.0,609.3499755859375,609.6400146484375,1471351,293.45001220703125,294.25,293.1000061035156,293.2799987792969,6088677,87.73500061035156,87.79499816894531,87.38999938964844,87.44999694824219,5810488,395.8699951171875,398.3699951171875,395.82000732421875,397.07000732421875,2063151
2026-05-11 13:30:00+00:00,269.8349914550781,273.6300048828125,269.1700134277344,271.9599914550781,8972888,604.5700073242188,604.9069213867188,599.8001098632812,602.6199951171875,3835460,291.97900390625,293.1499938964844,290.2300109863281,292.0450134277344,9227947,86.5199966430664,87.33999633789062,86.27999877929688,87.30500030517578,7337202,390.69000244140625,394.3299865722656,388.7101135253906,389.8800048828125,4021563
2026-05-11 14:30:00+00:00,271.9649963378906,272.6449890136719,271.0299987792969,272.55499267578125,3774316,602.60498046875,603.1900024414062,600.0999755859375,602.397216796875,2157839,292.0450134277344,293.5899963378906,291.75,293.3699035644531,4290117,87.30999755859375,87.33999633789062,86.51210021972656,86.58499908447266,3179048,389.8500061035156,391.7900085449219,389.07000732421875,390.4599914550781,1772400
2026-05-11 15:30:00+00:00,272.55999755859375,273.04998779296875,271.9200134277344,272.2699890136719,3294209,602.4349975585938,604.6099853515625,601.780029296875,602.7050170898438,1270209,293.3699951171875,293.8800048828125,291.8214111328125,292.4150085449219,3777650,86.58999633789062,86.66000366210938,86.30000305175781,86.38500213623047,3140654,390.45989990234375,391.6300048828125,390.2300109863281,390.8949890136719,1276780
2026-05-11 16:30:00+00:00,272.2699890136719,272.42999267578125,270.8500061035156,270.8599853515625,3011980,602.7050170898438,604.3900146484375,599.8800048828125,601.3099975585938,1541867,292.4150085449219,292.7049865722656,290.6300048828125,291.94000244140625,3556324,86.38999938964844,86.40499877929688,85.27999877929688,85.30999755859375,4984813,390.8699951171875,391.3500061035156,389.05999755859375,389.8900146484375,1267195
2026-05-11 17:30:00+00:00,270.8500061035156,271.2200012207031,270.04998779296875,270.1050109863281,2423516,601.3099975585938,603.4149780273438,600.0999755859375,600.5499877929688,1135101,291.9399108886719,292.9800109863281,291.7250061035156,291.739990234375,2587000,85.30500030517578,85.52999877929688,85.12000274658203,85.26499938964844,4121654,389.8900146484375,390.6625061035156,389.1600036621094,389.17010498046875,1157997
2026-05-11 18:30:00+00:00,270.1000061035156,270.17999267578125,269.25,269.9100036621094,3225159,600.5499877929688,600.6900024414062,598.6400146484375,599.5,1796534,291.739990234375,292.20989990234375,290.8599853515625,292.1499938964844,2874040,85.26499938964844,85.5,85.19999694824219,85.43000030517578,4289416,388.79998779296875,389.20001220703125,386.9100036621094,387.79998779296875,1766866
2026-05-11 19:30:00+00:00,269.9100036621094,269.94000244140625,268.489990234375,268.989990234375,3805104,599.489990234375,599.9000244140625,598.080078125,598.8499755859375,1511849,292.1459045410156,292.79998779296875,291.80999755859375,292.739990234375,3307424,85.42500305175781,85.46009826660156,85.0999984741211,85.44999694824219,5746679,387.7900085449219,388.0899963378906,386.32000732421875,386.739990234375,2001345
2026-05-12 13:30:00+00:00,266.2699890136719,267.6499938964844,264.04998779296875,264.81500244140625,8162466,594.4149780273438,603.7449951171875,592.6500244140625,602.02001953125,3425789,292.7550048828125,294.80999755859375,292.614990234375,293.9399108886719,42199749,85.90499877929688,88.2750015258789,85.80999755859375,88.2041015625,8394028,385.1000061035156,386.32000732421875,382.0799865722656,383.79400634765625,6464834
2026-05-12 14:30:00+00:00,264.82000732421875,265.3299865722656,263.70001220703125,264.5199890136719,13308440,602.1300048828125,603.5,600.0,601.8900146484375,5575387,294.0249938964844,294.89990234375,293.25,294.3699951171875,17919751,88.20500183105469,89.0,87.91010284423828,88.83499908447266,7946455,383.7799987792969,385.44000244140625,383.3103942871094,385.1700134277344,1682185
2026-05-12 15:30:00+00:00,264.57000732421875,264.7200012207031,264.33990478515625,264.5830993652344,325011,601.8300170898438,601.8300170898438,599.5,599.8150024414062,146466,294.3599853515625,294.45001220703125,293.4599914550781,293.55999755859375,390495,88.83999633789062,88.84500122070312,88.43000030517578,88.43000030517578,585369,385.11749267578125,385.3699951171875,384.3200988769531,384.5,137375
