Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
2026-05-19 09:30:00-04:00,90.08000183105469,91.45999908447266,89.77999877929688,90.81999969482422,10250738,262.0199890136719,262.2149963378906,256.5,257.0950927734375,9965524,608.0,613.9299926757812,605.1099853515625,608.8151245117188,3045439,391.010009765625,393.3627014160156,384.04998779296875,386.5849914550781,4876967,298.0,300.510009765625,296.8399963378906,296.9100036621094,9798484
2026-05-19 10:30:00-04:00,90.83999633789062,91.03500366210938,90.1001968383789,90.11000061035156,3860884,257.1000061035156,257.7300109863281,255.57000732421875,255.85000610351562,5455085,608.989990234375,609.22998046875,604.0900268554688,604.280029296875,1395241,386.6300048828125,388.04998779296875,383.45001220703125,383.9100036621094,2767590,296.92999267578125,297.75,296.5199890136719,297.07000732421875,3231900
2026-05-19 11:30:00-04:00,90.11990356445312,90.25,89.22000122070312,89.23989868164062,4096504,255.8000030517578,256.489990234375,255.19000244140625,256.239990234375,4247570,604.2000122070312,605.2000122070312,601.7999877929688,602.2999877929688,1373998,383.8399963378906,385.260009765625,383.0,384.80999755859375,2024635,297.05999755859375,297.5799865722656,296.364990234375,297.42498779296875,3248136
2026-05-19 12:30:00-04:00,89.23500061035156,89.3499984741211,88.70999908447266,88.83989715576172,2582145,256.260009765625,259.06549072265625,256.07501220703125,258.3900146484375,4448203,602.2849731445312,604.47998046875,600.5599975585938,603.7949829101562,976305,384.8370056152344,390.3900146484375,384.1099853515625,388.239990234375,2029907,297.4100036621094,298.7300109863281,297.3599853515625,298.24951171875,2831155
2026-05-19 13:30:00-04:00,88.83499908447266,89.10009765625,88.69000244140625,88.97000122070312,2363199,258.3999938964844,259.75,256.79998779296875,259.239990234375,3088326,603.739990234375,604.4299926757812,601.5999755859375,602.47998046875,752893,388.17999267578125,388.6600036621094,386.2300109863281,386.6300048828125,1504081,298.25,298.4869079589844,297.8399963378906,297.8900146484375,1931011
2026-05-19 14:30:00-04:00,88.97000122070312,89.21499633789062,88.86000061035156,89.1449966430664,2393296,259.25,259.5299987792969,258.7701110839844,259.18499755859375,2533198,602.4849853515625,603.3099975585938,600.6199951171875,602.469970703125,837635,386.6000061035156,386.8399963378906,385.0199890136719,386.25,1398001,297.8699951171875,298.44000244140625,297.489990234375,298.3800048828125,2365400
2026-05-19 15:30:00-04:00,89.13999938964844,89.38999938964844,89.01499938964844,89.3499984741211,3745647,259.19000244140625,259.42999267578125,258.7300109863281,259.4200134277344,4581947,602.5399780273438,603.3599853515625,601.4500122070312,602.75,1187551,386.29998779296875,386.30999755859375,383.8399963378906,384.9150085449219,2650619,298.3900146484375,299.2200012207031,297.8399963378906,298.9800109863281,3821190
2026-05-20 09:30:00-04:00,88.51499938964844,88.5199966430664,87.5,88.33000183105469,5019194,260.1319885253906,263.1199951171875,259.5329895019531,262.1400146484375,7336000,600.7000122070312,603.1699829101562,597.8099975585938,601.7999877929688,2929538,385.2200012207031,390.69989013671875,380.010009765625,382.1600036621094,4041240,298.17999267578125,302.3699951171875,298.0899963378906,299.5199890136719,7471000
2026-05-20 10:30:00-04:00,88.33999633789062,88.55000305175781,88.12010192871094,88.22010040283203,2700062,262.1700134277344,265.3399963378906,262.1700134277344,264.1199951171875,4631603,601.72998046875,608.0,600.47998046875,605.5750122070312,2006733,382.0899963378906,383.70001220703125,381.1000061035156,381.1499938964844,1863978,299.510009765625,300.510009765625,299.07000732421875,299.1600036621094,3782669
2026-05-20 11:30:00-04:00,88.22000122070312,88.30000305175781,87.91000366210938,87.95800018310547,2046285,264.1400146484375,265.5799865722656,263.2500915527344,263.3999938964844,2993207,605.6500244140625,606.6799926757812,603.989990234375,604.0900268554688,1013613,381.19000244140625,384.0799865722656,381.05999755859375,382.19500732421875,1272876,299.1600036621094,300.32000732421875,298.6700134277344,300.0050048828125,2831757
2026-05-20 12:30:00-04:00,87.95500183105469,88.21499633789062,87.7500991821289,88.16500091552734,1937435,263.3900146484375,263.4700012207031,262.3699951171875,263.3800964355469,2849212,604.1881103515625,605.47998046875,603.3400268554688,605.2650146484375,604131,382.18499755859375,382.510009765625,380.9800109863281,382.0799865722656,985342,299.989990234375,301.2699890136719,299.57000732421875,301.04998779296875,2841773
2026-05-20 13:30:00-04:00,88.16999816894531,88.36499786376953,88.05999755859375,88.2249984741211,1527071,263.3949890136719,263.94000244140625,263.1300048828125,263.8550109863281,2307801,605.27001953125,605.739990234375,604.22998046875,605.1599731445312,546528,382.0899963378906,383.6875,381.2300109863281,383.19000244140625,1076309,301.05999755859375,301.7200012207031,300.9100036621094,301.4700012207031,3006343
2026-05-20 14:30:00-04:00,88.23500061035156,88.44499969482422,88.16500091552734,88.30999755859375,1884872,263.8699951171875,264.79998779296875,263.80999755859375,264.2300109863281,2732892,605.110107421875,607.010009765625,602.6799926757812,603.47998046875,1015243,383.19940185546875,384.3999938964844,382.760009765625,384.1000061035156,1232777,301.4700012207031,302.79998779296875,301.4700012207031,302.19000244140625,4224441
2026-05-20 15:30:00-04:00,88.31999969482422,88.42500305175781,88.0199966430664,88.0999984741211,2434538,264.2349853515625,265.3500061035156,263.9599914550781,265.010009765625,4524146,603.47998046875,605.4099731445312,603.0900268554688,605.0599975585938,1078499,384.0799865722656,385.3299865722656,383.739990234375,384.8900146484375,1771686,302.20001220703125,302.5199890136719,301.8575134277344,302.2650146484375,3803278
2026-05-21 09:30:00-04:00,88.04000091552734,88.95989990234375,87.52010345458984,88.87000274658203,4373783,263.54998779296875,264.5199890136719,261.3699951171875,263.6600036621094,8604483,600.2000122070312,601.969970703125,594.8082885742188,596.9000244140625,3522748,381.885009765625,383.1199951171875,379.4800109863281,382.7301025390625,3407765,301.04998779296875,303.07000732421875,300.3999938964844,301.9508972167969,6886720
2026-05-21 10:30:00-04:00,88.86499786376953,89.4000015258789,88.4000015258789,89.38500213623047,3961458,263.6499938964844,264.9800109863281,262.5,264.70001220703125,4235662,596.9000244140625,602.2849731445312,596.25,602.0399780273438,1549835,382.8299865722656,385.5799865722656,382.6600036621094,385.44500732421875,2189711,301.92999267578125,303.3599853515625,301.5801086425781,303.0249938964844,3181261
2026-05-21 11:30:00-04:00,89.38999938964844,89.58190155029297,89.18000030517578,89.41500091552734,2902846,264.7051086425781,265.9200134277344,264.4700012207031,265.0899963378906,3027623,602.1300048828125,604.1300048828125,601.02001953125,601.1500244140625,910252,385.44000244140625,386.6700134277344,384.93011474609375,385.1925964355469,1211749,303.0249938964844,304.2442932128906,302.9100036621094,303.6369934082031,3064971
2026-05-21 12:30:00-04:00,89.41000366210938,90.36990356445312,89.12999725341797,90.18000030517578,3496574,265.0799865722656,267.6000061035156,264.75,267.30999755859375,4446718,601.0999755859375,607.8800048828125,600.4002075195312,607.010009765625,1117603,385.17999267578125,387.1199951171875,383.6000061035156,386.5199890136719,1161255,303.6199951171875,304.67999267578125,303.0498962402344,304.59100341796875,3041858
2026-05-21 13:30:00-04:00,90.16999816894531,90.28990173339844,89.56500244140625,89.5999984741211,2928225,267.30999755859375,269.4898986816406,267.17999267578125,268.7650146484375,4378865,606.97998046875,609.5999755859375,606.2008056640625,607.9849853515625,1057836,386.5249938964844,388.67779541015625,385.9700012207031,386.6099853515625,1217506,304.6099853515625,305.1000061035156,304.3599853515625,304.6199951171875,3185835
2026-05-21 14:30:00-04:00,89.6050033569336,90.05000305175781,89.58499908447266,89.78500366210938,2870343,268.760009765625,269.0799865722656,266.9549865722656,268.2684020996094,2820030,608.02001953125,608.5,604.8699951171875,606.8499755859375,897047,386.6099853515625,386.9599914550781,384.20001220703125,385.0400085449219,925554,304.6199951171875,305.32501220703125,303.8900146484375,305.226806640625,3338522
2026-05-21 15:30:00-04:00,89.78500366210938,89.80999755859375,89.05999755859375,89.31999969482422,3023358,268.2300109863281,268.9599914550781,268.1199951171875,268.3900146484375,3427512,606.85498046875,607.6500244140625,605.5900268554688,607.6400146484375,972099,385.010009765625,385.4049987792969,382.0,383.510009765625,2457355,305.2200012207031,305.53900146484375,304.510009765625,305.0899963378906,4457107
