Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-07 10:30:00-04:00,74.08999633789062,74.27999877929688,73.98999786376953,74.05999755859375,2427219,592.8099975585938,598.7399291992188,592.4099731445312,596.280029296875,1972981,276.125,278.30999755859375,275.9100036621094,278.19000244140625,3295121,354.7699890136719,356.5299987792969,353.1000061035156,356.0050048828125,1681292,314.0899963378906,314.80999755859375,313.0,313.3599853515625,4161883
2026-08-07 11:30:00-04:00,74.05180358886719,74.41349792480469,73.91999816894531,74.03980255126953,2006299,596.4849853515625,596.8300170898438,592.6199951171875,593.3699951171875,1380035,278.20001220703125,278.29998779296875,275.8399963378906,276.1700134277344,2088311,356.0199890136719,356.20001220703125,353.2699890136719,353.6099853515625,942668,313.3599853515625,313.4200134277344,311.5400085449219,311.69000244140625,3258407
2026-08-07 12:30:00-04:00,74.04000091552734,74.2750015258789,73.93000030517578,74.13410186767578,1919834,593.3629760742188,594.5899047851562,590.8099975585938,591.8200073242188,583399,276.19000244140625,276.2099914550781,274.0299987792969,274.3450012207031,3330560,353.639892578125,354.5899963378906,353.30999755859375,353.8999938964844,827925,311.69500732421875,312.9032897949219,311.610107421875,312.739990234375,2173574
2026-08-07 13:30:00-04:00,74.12999725341797,74.44499969482422,74.125,74.3499984741211,2532589,591.8200073242188,592.6799926757812,591.4000244140625,592.2899780273438,639051,274.3450012207031,275.2300109863281,273.94500732421875,275.1679992675781,2720799,353.8949890136719,354.4200134277344,353.29998779296875,353.3399963378906,900868,312.739990234375,313.25,311.82000732421875,311.91900634765625,2366404
2026-08-07 14:30:00-04:00,74.33999633789062,74.375,74.19999694824219,74.28500366210938,1951361,592.280029296875,593.594970703125,590.1799926757812,592.489990234375,691572,275.1549987792969,275.2049865722656,274.0400085449219,274.8299865722656,2371962,353.29998779296875,354.2200012207031,352.82000732421875,354.2200012207031,1309749,311.91009521484375,313.3900146484375,311.67999267578125,313.2774963378906,2613734
2026-08-07 15:30:00-04:00,74.28500366210938,74.5,74.11000061035156,74.12000274658203,3056080,592.5499877929688,595.5900268554688,591.6500244140625,591.8150024414062,1152376,274.8800048828125,275.57501220703125,273.9200134277344,274.44000244140625,4231590,354.19000244140625,354.75,353.3900146484375,353.3900146484375,1163674,313.2799987792969,314.17999267578125,312.92498779296875,313.29998779296875,4253428
2026-08-10 09:30:00-04:00,73.72200012207031,74.7750015258789,73.56999969482422,74.7249984741211,4684654,599.010009765625,604.4699096679688,593.6500854492188,603.6199951171875,4080868,274.20001220703125,277.79998779296875,273.60009765625,277.6600036621094,6161167,354.239990234375,355.7200012207031,351.4700012207031,355.30999755859375,3699298,306.8299865722656,307.4559020996094,304.6300048828125,306.8800048828125,14208722
2026-08-10 10:30:00-04:00,74.72000122070312,75.11499786376953,74.65499877929688,74.97000122070312,3242638,603.6199951171875,608.2100219726562,598.2999877929688,599.3400268554688,2332316,277.6549987792969,279.8800048828125,277.1400146484375,279.8799133300781,4537649,355.3299865722656,355.57000732421875,352.30120849609375,353.0,1314008,306.8970947265625,307.20989990234375,306.2250061035156,306.5585021972656,3672651
2026-08-10 11:30:00-04:00,74.9800033569336,75.9800033569336,74.91000366210938,75.74500274658203,3930681,599.260009765625,600.3599853515625,596.6099853515625,597.3499755859375,1333745,279.8450012207031,280.1400146484375,277.9601135253906,278.260009765625,3815721,352.9800109863281,353.6000061035156,352.0199890136719,353.05499267578125,893577,306.5205078125,307.2471923828125,305.04998779296875,305.5299987792969,4150321
2026-08-10 12:30:00-04:00,75.73999786376953,75.76499938964844,75.3499984741211,75.57499694824219,2278666,597.344970703125,597.4600219726562,592.3300170898438,594.5800170898438,1145871,278.30999755859375,278.44000244140625,277.0799865722656,277.6549987792969,2623515,353.05499267578125,353.3599853515625,352.30999755859375,353.0799865722656,595761,305.54998779296875,306.7900085449219,305.1700134277344,306.4700012207031,2973562
2026-08-10 13:30:00-04:00,75.56999969482422,75.62999725341797,75.36000061035156,75.52020263671875,1889644,594.60498046875,594.8499755859375,592.6900024414062,592.8699951171875,806877,277.6474914550781,277.67999267578125,276.3900146484375,276.5199890136719,4334652,353.0799865722656,353.260009765625,352.3399963378906,352.760009765625,634439,306.4700012207031,306.989990234375,306.0,306.7149963378906,2554763
2026-08-10 14:30:00-04:00,75.5199966430664,75.65499877929688,75.41000366210938,75.4352035522461,2181972,592.6099853515625,595.2000122070312,592.0300903320312,592.3823852539062,807523,276.5199890136719,277.3599853515625,276.239990234375,276.7349853515625,2338845,352.739990234375,354.7699890136719,352.5799865722656,353.7106018066406,1609286,306.71990966796875,307.6698913574219,306.6000061035156,307.2300109863281,3143432
2026-08-10 15:30:00-04:00,75.44000244140625,76.30999755859375,75.43000030517578,76.30000305175781,3602451,592.3400268554688,595.3499755859375,592.2122192382812,594.9199829101562,3810052,276.7749938964844,278.3699951171875,276.70001220703125,278.0799865722656,4718385,353.739990234375,355.92999267578125,353.3399963378906,355.8999938964844,1304858,307.2200012207031,308.2300109863281,306.8699951171875,308.19000244140625,4503724
2026-08-11 09:30:00-04:00,76.09200286865234,76.88999938964844,75.6094970703125,76.13500213623047,6042115,597.72998046875,612.4199829101562,593.4000244140625,609.2100219726562,3988202,278.3999938964844,278.7250061035156,273.260009765625,274.739990234375,5563808,354.2200012207031,355.0,348.3500061035156,350.6549987792969,3240342,307.75,309.9700012207031,305.6700134277344,306.19000244140625,8080038
2026-08-11 10:30:00-04:00,76.12999725341797,76.27999877929688,75.45999908447266,75.49009704589844,3557158,609.2999877929688,611.4299926757812,606.1599731445312,609.4949951171875,1920300,274.69000244140625,274.9599914550781,272.32000732421875,273.2749938964844,3124207,350.6300048828125,350.8900146484375,349.79998779296875,349.8900146484375,1180548,306.19000244140625,306.94000244140625,306.04998779296875,306.7049865722656,2532263
2026-08-11 11:30:00-04:00,75.48999786376953,75.52010345458984,74.91500091552734,74.98999786376953,2973691,609.4949951171875,609.6900024414062,604.0,604.6500244140625,1155264,273.260009765625,273.4100036621094,271.4200134277344,271.82000732421875,2637500,349.8699951171875,349.94000244140625,347.8999938964844,349.1300048828125,1327010,306.70001220703125,307.6099853515625,306.45001220703125,306.55499267578125,2657630
2026-08-11 12:30:00-04:00,74.98979949951172,75.02469635009766,74.71499633789062,74.77999877929688,2368748,604.7579956054688,604.7579956054688,603.0,604.6185302734375,770871,271.7900085449219,272.19000244140625,271.489990234375,272.0398864746094,2323223,349.1099853515625,349.1300048828125,345.67999267578125,346.0299987792969,1721431,306.57000732421875,306.5899963378906,305.6986999511719,306.19000244140625,2318016
2026-08-11 13:30:00-04:00,74.7750015258789,74.9000015258789,74.66000366210938,74.77999877929688,1854868,604.5650024414062,605.77001953125,602.52001953125,602.5999755859375,636781,272.010009765625,272.79998779296875,271.95001220703125,272.0249938964844,2350974,346.0299987792969,346.8385009765625,345.0015869140625,345.1000061035156,1886239,306.1650085449219,306.5199890136719,302.7900085449219,303.29998779296875,4171291
2026-08-11 14:30:00-04:00,74.79000091552734,74.80999755859375,74.481201171875,74.6864013671875,2249999,602.760009765625,603.5999755859375,600.4550170898438,601.4149780273438,819339,272.0299987792969,272.9800109863281,271.3599853515625,272.6600036621094,3006150,345.1400146484375,345.2799072265625,343.42999267578125,343.56500244140625,2098880,303.27569580078125,305.20001220703125,302.9700012207031,305.1600036621094,3965892
2026-08-11 15:30:00-04:00,74.66999816894531,74.94999694824219,74.56999969482422,74.7750015258789,3429803,601.4500122070312,602.6699829101562,598.469970703125,599.2100219726562,1142538,272.6499938964844,273.42999267578125,271.8999938964844,272.2799987792969,5004862,343.5400085449219,343.7300109863281,342.57000732421875,343.0299987792969,2603973,305.1600036621094,305.29998779296875,303.75,304.8999938964844,4718904
2026-08-12 09:30:00-04:00,74.3499984741211,74.66999816894531,73.57019805908203,73.9800033569336,4287085,601.7000122070312,604.4990234375,586.4650268554688,586.7999877929688,2823494,273.2049865722656,273.4599914550781,268.92010498046875,270.5299987792969,6072133,345.3924865722656,345.5,340.8299865722656,341.55010986328125,3704366,305.1300048828125,305.6600036621094,302.17999267578125,302.6700134277344,6974472
