Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-23 13:30:00+00:00,255.3000030517578,256.2799987792969,253.8300018310547,255.69000244140625,7583137,663.530029296875,665.8300170898438,658.25,663.8699951171875,2735741,339.70001220703125,339.9700012207031,337.0129089355469,337.82000732421875,3197743,275.0450134277344,275.7699890136719,273.135498046875,273.9049987792969,6409699,94.05999755859375,94.63999938964844,93.29000091552734,93.63500213623047,9761828
2026-04-23 14:30:00+00:00,255.7050018310547,258.7900085449219,255.7050018310547,257.3500061035156,6676721,664.0800170898438,669.5599975585938,662.8499755859375,668.2249755859375,1113897,337.94171142578125,340.1499938964844,337.7699890136719,339.19500732421875,1297220,273.9700012207031,274.3099060058594,273.2699890136719,273.67999267578125,2403732,93.63500213623047,93.7300033569336,93.12000274658203,93.33000183105469,3414326
2026-04-23 15:30:00+00:00,257.3500061035156,258.010009765625,256.5,256.9599914550781,3361112,668.2249755859375,669.010009765625,664.780029296875,665.1699829101562,742866,339.0799865722656,339.3299865722656,337.79998779296875,339.0249938964844,1032284,273.6300048828125,274.4100036621094,273.0304870605469,273.6000061035156,2252095,93.33499908447266,93.36000061035156,92.55000305175781,92.76719665527344,3287401
2026-04-23 16:30:00+00:00,256.9549865722656,257.2200012207031,254.5800018310547,254.74000549316406,3329357,665.1199951171875,666.02001953125,657.989990234375,658.3049926757812,911103,339.0,339.135009765625,336.45001220703125,336.510009765625,1399351,273.614990234375,273.9927062988281,272.090087890625,272.239990234375,4159022,92.7697982788086,92.78800201416016,92.072998046875,92.26499938964844,3545127
2026-04-23 17:30:00+00:00,254.72999572753906,255.4199981689453,253.07000732421875,255.3300018310547,4056744,658.239990234375,669.0,653.0499877929688,658.4099731445312,2040721,336.4700012207031,339.3800048828125,335.05999755859375,339.375,1933902,272.25,273.79998779296875,271.6499938964844,273.6600036621094,3978695,92.26499938964844,93.05970001220703,92.08000183105469,93.02999877929688,3503525
2026-04-23 18:30:00+00:00,255.32000732421875,255.86000061035156,254.83999633789062,255.64999389648438,2427455,658.6500244140625,659.8800048828125,657.0399780273438,659.6699829101562,983126,339.3399963378906,339.6499938964844,337.69000244140625,338.1899108886719,884819,273.6600036621094,274.5450134277344,273.5299987792969,274.1700134277344,2790476,93.03500366210938,93.30000305175781,93.0,93.20500183105469,2922440
2026-04-23 19:30:00+00:00,255.6699981689453,255.9611053466797,254.49000549316406,255.1199951171875,3546517,659.6599731445312,660.6500244140625,657.8300170898438,659.3300170898438,1159696,338.1700134277344,338.6600036621094,337.17999267578125,337.760009765625,1090841,274.1499938964844,274.2598876953125,273.05999755859375,273.44000244140625,2753801,93.20500183105469,93.23999786376953,92.70500183105469,92.83000183105469,5899607
2026-04-24 13:30:00+00:00,259.8800048828125,261.5444030761719,257.68499755859375,260.7449951171875,15481391,660.3200073242188,669.2100219726562,653.840087890625,665.0800170898438,2841703,337.3299865722656,338.0,334.04998779296875,336.6499938964844,3148110,272.760009765625,273.05999755859375,270.1000061035156,272.07000732421875,6679041,92.57499694824219,93.2750015258789,91.91000366210938,92.40859985351562,7807918
